# theta_E,e1,e2,gamma1,gamma2,R_sersic,n_sersic,e1_src,e2_src,center_x_src,center_y_src
1.503162980079650879e+00,-5.280485376715660095e-02,5.880450829863548279e-02,9.204776585102081299e-02,4.917709529399871826e-02,4.943801164627075195e-01,1.338807106018066406e+00,-1.160878613591194153e-01,-9.366631507873535156e-03,-5.235430970788002014e-02,2.682949602603912354e-01
1.493478059768676758e+00,1.426913738250732422e-01,1.644172370433807373e-01,1.400944441556930542e-01,1.598213165998458862e-01,4.065598547458648682e-01,1.274395465850830078e+00,-6.916625797748565674e-02,-1.477319896221160889e-01,-1.152856927365064621e-02,2.929030060768127441e-01
1.464723587036132812e+00,-2.604477703571319580e-01,6.624828279018402100e-02,-4.798540472984313965e-02,8.660931885242462158e-02,4.097180962562561035e-01,1.441696882247924805e+00,2.788793481886386871e-02,1.186537090688943863e-02,-1.013973075896501541e-02,3.698962330818176270e-01
1.473493218421936035e+00,-1.435805261135101318e-01,-3.268377482891082764e-02,-9.120211005210876465e-03,6.080861389636993408e-02,5.019419193267822266e-01,1.519474983215332031e+00,-7.642415910959243774e-02,-2.860158868134021759e-02,-1.149193197488784790e-01,2.830441594123840332e-01
1.440978169441223145e+00,-8.425353467464447021e-02,-6.113021075725555420e-02,8.011649549007415771e-02,6.265203654766082764e-02,4.944907724857330322e-01,1.331831455230712891e+00,-5.039866548031568527e-03,2.963449992239475250e-02,-1.815331354737281799e-02,3.639422953128814697e-01
1.439412713050842285e+00,-1.590589731931686401e-01,-9.919150918722152710e-02,-4.678800702095031738e-02,1.371797919273376465e-02,4.162838459014892578e-01,1.074147701263427734e+00,3.356676101684570312e-01,-5.386903509497642517e-02,-6.095426902174949646e-02,3.126842677593231201e-01
1.439474582672119141e+00,-2.288337945938110352e-01,1.934244036674499512e-01,-5.087150633335113525e-02,1.140269488096237183e-01,2.970802783966064453e-01,9.947963953018188477e-01,1.103983372449874878e-01,-6.674841791391372681e-02,-2.663645148277282715e-02,3.333575725555419922e-01
1.576122641563415527e+00,-3.029826879501342773e-01,-2.830127626657485962e-02,-8.764287084341049194e-02,3.337828814983367920e-02,4.700679481029510498e-01,1.865446805953979492e+00,2.511274516582489014e-01,-4.205405712127685547e-02,2.100782841444015503e-02,2.410508841276168823e-01
1.527115464210510254e+00,-3.249183595180511475e-01,-1.936942487955093384e-01,-1.124059483408927917e-01,-3.448514640331268311e-02,4.532156586647033691e-01,1.533307313919067383e+00,2.633116245269775391e-01,5.134718492627143860e-02,-1.837013289332389832e-02,2.547278702259063721e-01
1.465931534767150879e+00,-6.908469647169113159e-02,5.771009717136621475e-03,4.571250081062316895e-02,7.740233838558197021e-02,6.984326243400573730e-01,1.511417150497436523e+00,1.867381781339645386e-01,4.618507996201515198e-02,4.382601939141750336e-03,3.184515833854675293e-01
1.457703113555908203e+00,3.589759021997451782e-02,-1.846364466473460197e-03,1.182613819837570190e-01,7.117931544780731201e-02,4.672389328479766846e-01,1.423960208892822266e+00,-3.477260470390319824e-02,-8.793333172798156738e-02,2.615921758115291595e-02,3.908286094665527344e-01
1.436481595039367676e+00,-2.749794162809848785e-02,-6.461052596569061279e-02,4.134082794189453125e-02,-1.594516634941101074e-02,4.844711422920227051e-01,1.403738975524902344e+00,4.809920862317085266e-02,2.443151473999023438e-01,9.923789650201797485e-02,3.385623097419738770e-01
1.531815171241760254e+00,1.669042557477951050e-01,-6.708355993032455444e-02,1.717702299356460571e-01,3.158617019653320312e-02,4.209152460098266602e-01,2.071267366409301758e+00,-1.586585491895675659e-01,-1.452558301389217377e-02,1.651326194405555725e-02,3.820807039737701416e-01
1.483135581016540527e+00,-3.551896512508392334e-01,3.184594959020614624e-02,-8.719352632761001587e-02,8.126099407672882080e-02,5.562061071395874023e-01,1.336650133132934570e+00,1.140739768743515015e-01,-1.174239218235015869e-01,-1.399267837405204773e-02,2.991285622119903564e-01
1.461439251899719238e+00,-1.251870244741439819e-01,4.112367983907461166e-03,1.611748337745666504e-02,5.465124547481536865e-02,2.920940220355987549e-01,8.491591811180114746e-01,1.598018705844879150e-01,-9.955174475908279419e-02,-1.956026814877986908e-02,3.834261000156402588e-01
1.493198513984680176e+00,-8.730546385049819946e-02,5.904513224959373474e-02,3.308919072151184082e-02,4.013052582740783691e-02,3.722732663154602051e-01,1.495063543319702148e+00,-1.875774860382080078e-01,3.045998811721801758e-01,5.782351642847061157e-02,3.709601461887359619e-01
1.538903951644897461e+00,-2.135740369558334351e-01,-2.599809318780899048e-02,-6.251007318496704102e-03,7.857967913150787354e-02,5.580268502235412598e-01,1.606763839721679688e+00,1.351314783096313477e-01,2.020322531461715698e-02,-2.829938940703868866e-02,2.421371787786483765e-01
1.456671595573425293e+00,-3.546210005879402161e-02,-2.694338746368885040e-02,2.090637385845184326e-02,5.229400098323822021e-02,4.912181198596954346e-01,1.043722033500671387e+00,7.735030353069305420e-02,1.777426004409790039e-01,-4.048671945929527283e-02,2.879557013511657715e-01
1.470934033393859863e+00,-1.059180274605751038e-01,-9.440578520298004150e-02,-3.560705482959747314e-02,2.179174125194549561e-02,4.128199517726898193e-01,1.619778871536254883e+00,1.973192095756530762e-01,-4.022763296961784363e-02,-1.239937357604503632e-02,2.649770975112915039e-01
1.520223498344421387e+00,-1.550137996673583984e-01,6.680744141340255737e-02,-4.221421480178833008e-02,4.656207561492919922e-02,3.768955767154693604e-01,1.289139270782470703e+00,1.568583585321903229e-02,7.305034995079040527e-02,-1.475373283028602600e-02,2.469638139009475708e-01
1.508385777473449707e+00,-1.323933303356170654e-01,5.145580321550369263e-02,3.439942002296447754e-02,3.784480690956115723e-02,2.604735195636749268e-01,1.072659015655517578e+00,-3.175152093172073364e-02,2.392512559890747070e-01,7.832498848438262939e-02,3.198079764842987061e-01
1.488880276679992676e+00,-8.141070604324340820e-02,-9.896520525217056274e-02,3.442151844501495361e-02,-4.151156544685363770e-02,4.949584603309631348e-01,1.644843816757202148e+00,-7.075321674346923828e-02,2.260814607143402100e-01,1.255054175853729248e-01,3.673655390739440918e-01
1.558472514152526855e+00,-1.709025502204895020e-01,-2.673055231571197510e-02,-1.350164413452148438e-02,5.525077879428863525e-02,5.232086777687072754e-01,1.438772201538085938e+00,1.320127397775650024e-01,1.554280370473861694e-01,-6.280189007520675659e-02,3.017898499965667725e-01
1.484188437461853027e+00,3.151421621441841125e-02,-1.257216930389404297e-01,1.365208774805068970e-01,-5.320242047309875488e-02,2.822876870632171631e-01,1.077436685562133789e+00,-2.966775894165039062e-01,7.635994255542755127e-02,4.761824756860733032e-02,3.456187844276428223e-01
1.451939344406127930e+00,-2.740172445774078369e-01,1.421067714691162109e-01,-7.341165840625762939e-02,1.006038337945938110e-01,5.615879297256469727e-01,1.215138435363769531e+00,2.422438263893127441e-01,1.480878591537475586e-01,4.443879425525665283e-02,2.978307902812957764e-01
1.498539686203002930e+00,-3.511134907603263855e-02,1.405847258865833282e-03,8.492125570774078369e-02,3.526628017425537109e-02,9.380601048469543457e-01,2.090005636215209961e+00,1.125323120504617691e-02,-1.504967268556356430e-02,-6.652564555406570435e-02,3.007919490337371826e-01
