lens_id,thetaE_lens_truth,e1_lens_truth,e2_lens_truth,phi_lens_truth,q_lens_truth,re_src_truth,q_src_truth,magnitude_src_truth,phi_src_truth,thetaE_lens_16,thetaE_lens_50,thetaE_lens_84,e1_lens_16,e1_lens_50,e1_lens_84,e2_lens_16,e2_lens_50,e2_lens_84,phi_lens_16,phi_lens_50,phi_lens_84,q_lens_16,q_lens_50,q_lens_84,re_src_16,re_src_50,re_src_84,q_src_16,q_src_50,q_src_84,magnitude_src_16,magnitude_src_50,magnitude_src_84,phi_src_16,phi_src_50,phi_src_84
10,1.3091361944467204,-0.21723389625549316,-1.8991190842143624e-08,90.0,0.6430696005849328,0.26141970676584936,0.6828613735064042,22.6847,69.07463599759545,1.2900519193285531,1.3027364996673694,1.3157137709179627,-0.23417034715245666,-0.2209455290115111,-0.21056875116569243,-0.014458949942067754,-0.0040963710003824715,0.008644753059296992,88.87870205608026,90.52041625976562,91.88605449134002,0.6204437757489112,0.6378843784332275,0.6520418530131253,0.2547659333869094,0.2668894467113791,0.2835888963374402,0.6483076457040069,0.7008744478225708,0.7477894485507888,22.587255101403567,22.65237045288086,22.714556660468002,64.91725150319952,69.60649108886719,73.43070186647745
11,1.083153523207578,-0.318224161863327,-2.782003960533075e-08,90.0,0.5171926493380546,0.450139165974973,0.4063334316140389,22.146,49.157099294489505,1.0666535251501748,1.0844753530290312,1.104550403615617,-0.3594746914842122,-0.33029388657860503,-0.30107518785844906,-0.029204927969687367,-0.003493053962546154,0.029177709861480175,87.4292290792524,90.30194091796875,92.42450508983536,0.4709863641125817,0.5030312538146973,0.537162423530047,0.3930620396444025,0.4227277777209102,0.4497047075126835,0.38377411318958377,0.4097161889076233,0.4401305317878723,22.167416367021882,22.231586456298828,22.33894331449272,47.811387002208754,50.09402084350586,52.125361543397666
12,0.9923637325230343,-0.17830762267112732,-1.558814766156047e-08,90.0,0.6973496241275683,0.48256169657328307,0.7925130744367275,22.7129,170.62217215759244,0.9724734170478198,0.9893956951802214,1.0074117113607144,-0.19867125628798926,-0.16941841312326594,-0.14568747883461067,-0.028236806059761123,-1.6027625568339054e-05,0.031556616402033076,85.17154910527637,90.00251770019531,94.91556799544423,0.6669817904091337,0.7099312543869019,0.7452888859226816,0.4275899576898034,0.4838045092868221,0.5652069632046619,0.7225251072548535,0.794517993927002,0.8770605263909367,22.455805816166425,22.67928123474121,22.851584685015943,0.5480508806388861,172.95663452148438,179.92633337298764
13,1.4681097773322427,-0.2883372902870178,-2.5207246068248423e-08,90.0,0.5523885072922365,0.6537154293479076,0.5707620547394875,22.3777,76.82615751859746,1.4479980339062546,1.4768129959045155,1.4923488936527236,-0.3148473380053391,-0.2852654850795864,-0.2581480959811299,-0.01918772609638948,0.0077029856601628964,0.032575738129340975,86.76947690108152,89.24500274658203,91.95076708062409,0.5209378592988293,0.5557257533073425,0.5894758066324713,0.5877639546352484,0.671306335729113,0.7728749958234659,0.5196139031462809,0.5741856098175049,0.6344186168243969,22.168389397355128,22.372629165649414,22.539220335752255,70.22533905516362,74.742431640625,78.9696134736249
14,0.7764883316823842,-0.16435091197490692,-1.4368013445675842e-08,90.0,0.7176952163792973,0.42392096293297543,0.6068645084311272,22.6847,178.03553424685452,0.7695170273652769,0.7825900816155991,0.7958255666057191,-0.2050305122082086,-0.1788708816156482,-0.1517384655305139,-0.028608699730558615,0.0003215717168262347,0.02957882436259547,85.25761990671393,89.95006561279297,94.53063821196726,0.6591874691486688,0.6960722208023071,0.7357054807343244,0.3776368596008952,0.4315329202463586,0.4806884665340677,0.5412834571379034,0.592291533946991,0.6445978909113832,22.537602487219083,22.677520751953125,22.84734636174986,0.16041599786132527,177.09405517578125,179.9918670654297
15,1.2751068878560876,-0.04032979905605316,-3.525743030863282e-09,90.0,0.922467279293493,0.3030893094564397,0.6421837113952271,22.7516,136.56071132883378,1.261044340669222,1.2714964786541514,1.281254274536832,-0.05918675987800786,-0.046707817388847786,-0.03427698992571208,-0.013578443284070025,-0.0019092910949923521,0.010349149744748308,83.26383720280131,91.18380737304688,98.97392976730018,0.8875829293090136,0.910621702671051,0.9336422774585554,0.27368237554994784,0.2930735468586948,0.3164580603206216,0.5767483031943916,0.6110801696777344,0.6491732597351074,22.714920900426,22.803104400634766,22.888796332873444,134.21997598320567,137.513427734375,140.7064786290323
16,0.8544285357898213,-0.18524765968322754,-1.6194864116414465e-08,90.0,0.6874110482697527,0.3628213649943511,0.9444210190028501,22.7618,44.23002787385678,0.8383227395689204,0.852833344862577,0.8649461161595872,-0.21286033852273542,-0.18380024973683828,-0.1572963654023038,-0.02385246209597207,-0.0011672456116474817,0.02441064284605818,86.11554352319837,90.17818450927734,93.97099707732207,0.6487585246411252,0.6893341541290283,0.7274881581561766,0.3129079430849477,0.3437921602229383,0.37512393526460636,0.8674877569014631,0.9481505155563354,0.9930011107666467,22.684707140354902,22.80413818359375,22.935504823725687,1.6306795861545405,38.693382263183594,177.971837376039
17,0.9114876566610283,-0.29113703966140747,-2.5452008500792545e-08,90.0,0.5490222336400077,0.4985355792012633,0.6736005021344778,22.1036,95.20633006467902,0.8800149974162379,0.9018889128144951,0.9227893451920248,-0.3584287997070068,-0.3150956514498638,-0.2660061815226951,-0.05308910401935364,-0.018209657231359352,0.009095130187839678,89.15241396896016,91.65068054199219,95.17052613953183,0.47228225743502145,0.5195461511611938,0.5791940317067024,0.46857739098200973,0.5091098872094348,0.5483174552876837,0.596634264000207,0.637565016746521,0.6800762414932251,21.951476991189466,22.0587158203125,22.169000001313204,92.31624457749068,98.27374267578125,102.20175402554156
18,0.8126393898210077,-0.15471409261226654,-1.3525535358382967e-08,90.0,0.7320304766311161,0.40770085684278323,0.6503501320104876,22.6404,54.31530237341132,0.792853771486567,0.808226486481907,0.8226484219023956,-0.19169660733418561,-0.16455088184807437,-0.12817556985120468,-0.03359295470908919,-0.004141468956295764,0.02681168565169526,85.42062996146538,90.73779296875,95.5724874542912,0.6772985522809462,0.7158901691436768,0.7718530282667504,0.372899863453274,0.41069258609126,0.4661116343303077,0.6281536262568754,0.6829702854156494,0.7384893532210843,22.510562756977258,22.65862274169922,22.792301751462034,46.11815645668454,53.27500915527344,59.97934092476127
19,0.9646031364309154,-0.30225855112075806,-2.6424281429626717e-08,90.0,0.535793343377445,0.44029978571408107,0.8823407049131771,22.7044,85.66165035214847,0.9509283245927574,0.9616703526216911,0.9736531083166964,-0.36668476465840827,-0.3224946294397703,-0.2885030165054323,-0.01958544514021532,0.0061437754584223086,0.02962425844877178,87.36944005090123,89.45085144042969,91.7228586160306,0.4632796810215172,0.5121158361434937,0.5520619367660348,0.4045657567389368,0.4546818528541976,0.5204874215015506,0.7499820257093276,0.8196500539779663,0.8934948777321902,22.488843531044516,22.6533260345459,22.804784461753883,83.46823090267077,97.61527252197266,108.29380696488168
