parameter,median,percentile_16,percentile_84
0-center_x,-0.00037188020283839435,-0.0007181000810469632,-5.4216391690835776e-05
1-center_y,-8.552895487093266e-05,-0.00044323140468602843,0.0002475338611195014
2-e1,-0.05255103031343326,-0.054249904326483876,-0.050848491560912396
3-e2,0.000162952691278118,-0.0013202090651845556,0.0017853936938807124
