0-center_x,1-center_y,2-e1,3-e2
-0.00022479248953859496,-3.483655591409824e-05,-0.05278929124371992,0.00031385685305335614
-0.0006296165285149597,-0.0006019485350687576,-0.051920951755603496,-0.0006521850095886341
4.844253538615122e-05,0.0002035856447494953,-0.054313868807212694,0.00033473086127464296
-0.0002552892617834331,0.00025860469871537224,-0.05363711273833724,-0.0002848065805943675
-0.0002606163935637945,-0.00036809568568787446,-0.05232857330102472,0.0007075829577870523
-0.000497589147516913,-0.00041222997909492977,-0.05295330975439642,-0.0011514058740322035
-0.0005196728677460934,-0.0008255726768713429,-0.05238129354456703,0.0013834853862032975
-0.0005196728677460934,-0.0008255726768713429,-0.05238129354456703,0.0013834853862032975
-0.00036836236187768955,0.0004194632815399997,-0.05371380121831156,0.0012165926723853692
-0.0008679407326890016,-0.0008537394240490481,-0.0524891580732709,-0.0005197242788485061
0.00014076520946540796,6.767277332689062e-06,-0.05500448583794656,-0.0005078364411423824
-0.0008828654702521026,-0.00043017496401628235,-0.054830495343300735,-0.001024353018848001
-0.0009622757684544549,-6.4734846853948615e-06,-0.050228522608189954,0.001354779459337402
-0.0004298611724601484,-0.0004119307427998679,-0.054934065972051145,-0.0008999617962621158
-0.00023859819365117338,0.0006077285680377294,-0.051343145046724784,-0.000805182910639135
-0.00062194448813444,0.0005453552144856425,-0.050891511483222455,-0.0018591011978838458
-0.0006642516907193297,-0.00020644511559514802,-0.05410152062710293,5.8460403110293524e-05
-0.00022003912164121213,-0.0003624819011879089,-0.05041569031335139,0.00444547155187269
0.00046650724899187265,-0.00025499355600231777,-0.05432037164413086,0.00141596973955287
-0.0008824803129460347,-0.0009350367445394319,-0.05218528044199641,-0.0009294710966423993
-0.0005989109794757458,0.0002538721483182932,-0.05256234932312986,0.00014068545437442511
-0.00010179947274480328,7.646502457318894e-05,-0.05132989216397345,0.001866272074163722
-0.0006381427581741163,-0.0002954208799321194,-0.05266416605300606,-0.0004487645660374564
-0.00024288646285936172,0.00017976556315297892,-0.055130460491469926,-0.0006478701248803566
-0.00042569090923042803,0.0002490882645458206,-0.04992604057135559,0.0011381028908302418
5.587465217667676e-05,1.3619133346345292e-05,-0.05403713659157294,0.0023331753442771457
-0.00045557398927480847,-0.0002463218744554525,-0.05235673451260893,0.0001084172545618978
-4.935630439101758e-05,0.0005457713990768586,-0.050961449686782324,-0.0014200802913693648
-0.00024317795564299377,-0.0006986256728506421,-0.05031347457505073,0.0012682219184260558
-0.0012251729362505299,-4.1308242663882666e-05,-0.05353791020078879,0.0014507798203905345
-0.0005886253258326128,0.0001608049065473469,-0.05140359239906494,0.00012994371568568147
-0.0005725421130091697,-0.0005028457363288859,-0.05332914629050452,-0.0013100790700675098
-0.0007731375457856958,-0.0004952374131617115,-0.050669620976857344,0.00022531251518606877
-0.0008287509685909814,0.00038082902522630266,-0.050390816908896366,0.000987626858772238
-0.0010776494625361773,5.692920437210046e-06,-0.05222262769523617,0.0021925723271830873
-0.00023506390101242624,-0.00044151247207027835,-0.05493402623712424,0.0023103701514108313
-0.00021766834939320693,-0.00046742811045250655,-0.04982974853673854,0.0028778378067507147
-0.0009277416953937935,0.00036486291504243134,-0.05154606035739567,0.0019657704066507295
-0.0014400359346292933,-0.0008030803277801334,-0.05113321514767233,-0.0015698193393182142
-0.000497589147516913,-0.00041222997909492977,-0.05295330975439642,-0.0011514058740322035
-0.0003504839772633276,-5.6861900147966185e-05,-0.051511935737125154,-0.0005260865763552404
-0.0004469898256849636,-0.000565757257308552,-0.05240863391782316,0.0008638699768451169
0.00020003354662700602,4.101600641383715e-06,-0.055295479488263265,0.002162749206520029
-0.0005168730237503876,-0.0004538717438098504,-0.05390194253328666,-0.0016846489626577553
-0.0005559300623880685,-0.00019428851209321934,-0.052910438859720695,-0.0003359854436305274
-0.0005087021728321383,-7.023155195802132e-05,-0.053809499062889274,-0.0012407862477161618
-0.0007823771740164703,-0.00025417739130746393,-0.05387981098821667,0.0036254575290737244
-0.0003998645092391652,-0.00033626757995117276,-0.051236441216402036,0.00026000937010020294
-0.0005935544118968717,0.0002685419159417724,-0.052213771322506944,0.002558039663888541
-0.0006114169059907951,-0.0003999571622425855,-0.0514152172645903,0.0006037849849398432
1.245002268142391e-05,0.0008218593845074652,-0.05460613805059112,0.000753293622872744
-0.0010085946694100038,-5.349813046732141e-06,-0.04914692979620295,-0.0010092230314300826
-0.0011268386248403095,-0.0007051743922896969,-0.053720966185439985,-0.0018456617023624043
-0.000646171509735809,-0.00022669832028643754,-0.053072554733487556,0.003679856363051702
-0.0009904467894967961,-4.548860925824086e-05,-0.052081378733988784,1.0661968481636545e-05
0.0001677429397995686,-1.5965229545639282e-05,-0.05172713521299217,1.1993238063822152e-05
6.003836254031935e-05,-0.0003292902438396776,-0.0553577143421526,0.0004054578473372872
-0.00024131389314669316,-0.00025005551360773366,-0.05301007698789021,0.0006272082385871334
-0.0002584854397151511,-0.0004324018670321537,-0.05065768184305119,0.002219700404877437
-0.0007135221554501418,0.0003119321399370329,-0.05150792826186652,0.0005879646759389044
-0.00019909771196503532,0.00046090033617699573,-0.05310355503197875,-0.003200948243038454
-0.00014760548258343123,-0.00045502281266012433,-0.0516634415170765,-0.0009089290780802202
-0.0004729404690669688,0.00011854685832656297,-0.052228620325785985,0.000164835461296927
-0.0005487713604099033,0.0005001624014895805,-0.05063798707431575,2.8454376219738044e-05
-0.00033506015575557893,0.0005298206860004965,-0.05179648767249991,0.0002042056841212684
-0.0004374201900154027,-0.00025164772499025725,-0.05120053890713674,0.00041898737245705094
-8.954280769519145e-05,-0.0005225634251916617,-0.05427985049954771,0.001046310107718537
-0.0007874636723695463,-0.0002677102313663826,-0.052220643437729676,0.0013150984092069635
-0.0007905109304120289,-0.0006136363991860383,-0.05134083699988102,0.00037741024583257907
-0.0005203490530605799,0.0002639340749479281,-0.05251346569848535,-0.000258773340255516
-0.0007601852457820978,-0.000580020332553,-0.05102034756802116,0.00021139856873567798
-0.0004050686316486553,-0.000490395998240421,-0.05516166850948256,-0.0026328891502783044
-0.000646171509735809,-0.00022669832028643754,-0.053072554733487556,0.003679856363051702
-0.0005262888300081003,-0.0002584789608133578,-0.05277146263334579,-0.0010704423889378518
-7.995097054222804e-05,0.0004730185730318726,-0.05146679238861084,-0.0025247684651907047
-0.0009882426391894662,0.0001837613411889436,-0.05305174128985717,-0.0007184368195728338
-0.0004773945756847244,-0.0007270308877700116,-0.051532019688176924,0.0007305154374287657
-0.0006547063668393685,-0.00045159417502029035,-0.0531756097313787,0.0025018265207737886
-0.00052109292367532,0.00044029924673889294,-0.05077966690786091,0.002282676661221005
-0.000387425849330637,-0.0006694987615921797,-0.053584292813061485,0.0022403038270360767
-0.0004398191769227266,9.930568759864618e-05,-0.052865782314436886,0.001881331307680133
-0.00014048877955127425,0.0002530954599561079,-0.05276308270662576,-0.0006290841419699025
-8.642107674211808e-05,-0.000662890301829516,-0.05048056575909109,0.001074744921975302
2.278363525459228e-05,-0.0003106787619979763,-0.053283067319499985,0.000946853053645174
-0.0006549673925848878,-0.00018549658389573772,-0.05493861799912464,-0.00052121641800324
-0.00021700952670702077,-0.00020100339627042007,-0.05521436074244591,0.0003026346508236735
-9.456391056100266e-06,-0.0006445334872301279,-0.05591506512207389,-0.0014821218678025333
-0.00064368753610309,-0.0004363339539182756,-0.055642833454803725,-0.001039369226285525
-0.0005068908795857451,0.0003021092556933554,-0.0493856910386096,-0.0008269940947431384
-0.0005158498937389218,-0.00038864994924150167,-0.05416298588417764,0.003171260893544328
-0.0006002876100235351,-0.0002474497218895893,-0.05243849709320398,-0.0004982645559924024
-0.0007601852457820978,-0.000580020332553,-0.05102034756802116,0.00021139856873567798
0.0005143544688180862,-0.00017210310369198534,-0.05088890452461219,0.0018580869216067919
-5.443825663132387e-05,0.0002491294319900472,-0.0506504957212205,-0.00012212953009731984
-9.696425480944719e-05,0.00019126557063572442,-0.052534260587955385,-0.0019275526254015258
-0.0005293930609735466,0.00036502649467642717,-0.056013288834943935,0.0011560404619715293
-4.955479398402254e-05,4.064256330093095e-05,-0.049736440467047685,0.0008806916295748087
1.5431725218011395e-08,-0.00032194191452177023,-0.0523155851047801,0.001726936402528742
-9.50952509506651e-05,-0.00041523980638709596,-0.053850856124119904,0.001888675704966538
-0.00010310986785594492,0.0002513612196390159,-0.054134614262874976,0.0007342895823483484
-0.0005725421130091697,-0.0005028457363288859,-0.05332914629050452,-0.0013100790700675098
0.00016041244556439877,0.0001455632031591734,-0.05381013423621074,-0.0003637731437139338
-0.0009432618408175583,-0.00045153550391938173,-0.04980431052035472,0.0014645922713763854
-0.00047472883484203307,-2.4124962938878867e-05,-0.0496649949671911,-0.001616403691459195
0.0002946642350592606,0.0003368317187669259,-0.054415651833367766,-0.000815751288254591
0.00017958405916408102,8.150402577840377e-05,-0.05442405109163324,0.0014141772021558547
0.00022500972171220804,-0.000468489356287703,-0.053137280943257155,0.00021862031636542552
-0.0002953130709057262,0.00013930858201706618,-0.054488495374273895,-0.00034326022412762777
1.6790524335813148e-05,-0.00015482160899143942,-0.05292492005446959,-0.0015080773670569706
-0.0002815617220812984,-7.413498560402292e-05,-0.05221973599314709,6.997192177342903e-05
-0.00019477817136511865,-0.00015344062575085033,-0.05461381105820257,-0.0014964096779584391
-0.0003699374264228454,-0.0010095279188953887,-0.0518559631825301,-0.0012403928736439739
-0.0005637417929606527,-4.860683075726095e-05,-0.05283743679970627,-0.0025480875770882063
0.00014261136767742717,-0.0002693614747384532,-0.05486829718813499,0.002648278469890411
-0.0005725421130091697,-0.0005028457363288859,-0.05332914629050452,-0.0013100790700675098
-0.0002785147133218344,0.0001666190825965332,-0.05459176891083728,-0.001447483770115033
-0.00041401192562014546,-4.407214483938785e-05,-0.05580798995835863,-0.000967908801313212
1.9022981442932578e-05,-0.00015511339366590677,-0.053080794836587765,-0.0016300962177656691
-0.0001109859922002349,-6.70216931883679e-05,-0.05363407874379221,-0.000607264667199153
9.509564504592758e-05,-0.0001769325261790276,-0.05274135955009899,0.0026645776533745463
-0.0001297298432187038,-0.00015506867149798166,-0.05305896927245184,0.0033976886822554863
-0.00036117808708824073,2.4364021738656772e-05,-0.052213343364497816,0.0006037359236111564
-0.0005539324679057883,0.0001037124023200607,-0.050783432783863276,8.613729229390404e-05
9.746600138740023e-06,-0.0005103415350747022,-0.05369079681795417,-0.0007123824404186382
6.003836254031935e-05,-0.0003292902438396776,-0.0553577143421526,0.0004054578473372872
-0.00043112224860446404,-0.0002731549745071027,-0.05495709141734873,0.00035285471867850423
-0.0006296165285149597,-0.0006019485350687576,-0.051920951755603496,-0.0006521850095886341
-0.0007895307797134854,-0.00034257647872427917,-0.0528102661317662,-0.0005711040260932886
-0.0006547063668393685,-0.00045159417502029035,-0.0531756097313787,0.0025018265207737886
-0.0002734469210740869,-0.00040133400165183073,-0.052725236138488445,0.0017501811624741927
-0.0005972181166251875,-0.00026730127155856633,-0.05771058965755022,0.001877866641661734
-0.0005669522690622916,-0.0004455899370286877,-0.051123526251964174,0.0006040411334864141
-0.000950149613705352,-0.0005739726539554555,-0.055109637354208325,0.0002756719380276209
-0.0008594542724576203,0.00037540388697713026,-0.05281611535790225,-0.0008781350120642588
0.0002903187926369583,-0.000719700336488568,-0.05086063627522725,-0.001667423176638618
2.6322725700982342e-05,-0.00029120529076214933,-0.05357146757684985,-3.6661106846614164e-05
-0.0001524134439818811,-0.00014970118549209206,-0.053460051188157505,0.0011544261829276462
-0.0009651565191104148,-0.0003054255546616148,-0.05241992211001154,6.093868509834402e-05
-0.0006296165285149597,-0.0006019485350687576,-0.051920951755603496,-0.0006521850095886341
-0.000575557035445442,-1.145972207203454e-05,-0.054138972611169345,-0.001647743163730249
-0.0004218948323143657,-0.000617432499110607,-0.05473354820563254,-0.0005897686281064637
-0.00030398393185298965,0.0005278934050305032,-0.04867061784847557,-0.0018169754666627863
-0.0007303076411371296,0.00012039439597688667,-0.053764541145065306,-0.0006370511550266403
-0.0003661874293967978,-0.00013084307807115328,-0.053668857093495274,-6.881512662423879e-05
-0.0005025808595071237,-0.00011235855220134916,-0.05392018757433285,0.0013593036359349196
-0.0005246477324330187,7.170126067877414e-05,-0.050560901914645934,0.0022214927733337996
0.00017657567809961094,-0.0006673679571826037,-0.05249581672676029,0.0025687018613279504
-6.268540160402827e-05,0.00014764433269833562,-0.05142046724132822,-0.00028922900089736124
0.00017958405916408102,8.150402577840377e-05,-0.05442405109163324,0.0014141772021558547
-0.0004537871042928088,0.00026854122646634325,-0.04886225536358826,-0.0005357410581817026
-0.0005013824220322348,-0.00018316320180831785,-0.05176487608526893,-0.00020715035369691173
-4.8621087033614305e-05,-8.590472568577899e-05,-0.051611816839307226,-0.00034989137247497666
-0.0003087543858882346,0.0002844078419504613,-0.053069271532779384,0.0039835478077083234
-0.0006618499117404397,-0.0005323225139000668,-0.05369776440005234,-2.3787477117775807e-05
0.00020003354662700602,4.101600641383715e-06,-0.055295479488263265,0.002162749206520029
-0.0002768651195369799,-0.0001701443713316602,-0.05315833595237224,0.0008262339839161244
6.532442674390737e-05,0.0002562699535977883,-0.052140344411289875,-0.003800459829945273
-0.0010307170864861266,0.0008234659907608019,-0.05032693623469041,0.0018081611441844144
-0.0005628714982344355,-0.0004334658798859503,-0.05248628279433703,0.0008000408935262803
-0.0002785147133218344,0.0001666190825965332,-0.05459176891083728,-0.001447483770115033
-0.0008147492971162661,-0.00021267833121019596,-0.05296336225777542,-0.002855941034903194
-0.00015447379224965588,-0.00034813494531044575,-0.05337911488310062,-0.0009662366434289046
-0.0004719023162166862,0.0002456759337473875,-0.052557662602718734,-0.0004547405290850698
-0.0009128190870405416,0.0001819437838021094,-0.05467413094830491,0.0011295375851256971
-0.00047766879636904655,-0.00047062869528320716,-0.053201790392959254,-3.400211885211586e-05
-7.844523011590913e-05,-6.466207497612088e-05,-0.05156838985060715,-0.0011779109177454648
-0.00044464402828498623,-0.0008012376444763843,-0.04970444721834965,-0.00034464761160351925
-0.00010310986785594492,0.0002513612196390159,-0.054134614262874976,0.0007342895823483484
-0.0005345825434404356,-0.0007830633313860458,-0.05236643088536823,-0.0007627948620041895
-0.00010310986785594492,0.0002513612196390159,-0.054134614262874976,0.0007342895823483484
-0.0010776494625361773,5.692920437210046e-06,-0.05222262769523617,0.0021925723271830873
0.0003545748819002079,-0.0001369271437740286,-0.05188477665727857,-4.8417675024483075e-05
-0.0002548565096157107,-0.00017716161124425492,-0.05260828206147224,-0.0008368326809949806
-0.0001616528564293033,1.5329536310760086e-05,-0.053673322682712736,-0.0008379648784046606
-0.0004513262397917377,-0.0005509469961931351,-0.051629311388117126,0.0032639733767935125
-0.000669044557816998,-0.0003155857780028727,-0.05452596792438571,0.0030526076048476374
-0.00020332394870367372,0.00014997333834329877,-0.052883131038948226,0.001023440223805536
-0.0003110497968532087,0.00033499127503404136,-0.051926512157078185,-0.002256601419527134
-0.0005900478612873457,-0.00039381762206672607,-0.05415239155987046,-0.00013358744028526726
-0.0006237357597821217,2.8429245472799438e-05,-0.0507985934735901,0.0015668164194535775
-0.00036072320060700493,-0.0002128704003220737,-0.05197324565319642,0.0004557803827063206
5.7321308906785495e-05,-0.00024282665812564607,-0.05375555160614692,0.0025079229675330113
-0.0002880219225681067,-0.00020933444821320666,-0.054502328049695604,0.001272038687445453
-0.00032414260588991493,0.00014121443355916117,-0.05452479699771488,0.0010513458818553441
-0.00041337340205777957,-7.772804941439349e-05,-0.05177622681076477,-0.00014214201267021576
-0.0004091211965058876,0.0003689956258217197,-0.05240930734918939,-0.0012245639983894676
-0.0005410331516004286,-0.0005284669030030351,-0.055649756653528434,-0.0018549714687515462
-0.0004218948323143657,-0.000617432499110607,-0.05473354820563254,-0.0005897686281064637
-0.00015447379224965588,-0.00034813494531044575,-0.05337911488310062,-0.0009662366434289046
-0.00024288646285936172,0.00017976556315297892,-0.055130460491469926,-0.0006478701248803566
-0.0009777466631952795,-9.610457953513544e-05,-0.05058243035127883,-1.7790058854154272e-06
-0.0006067285688191142,-0.00019052880734830296,-0.04969939875112719,0.0016826361784888408
-0.00034879588648178733,1.7310639887372356e-05,-0.052977164511019595,-0.0004335873322636728
-0.00022239939450935094,-0.00028319002194795935,-0.04987348931214441,0.0005697757099014335
-0.0010833334887817329,-0.00029103694556382396,-0.053285483526525845,3.884363401800169e-05
-0.0001361260142778621,0.0003000510996637047,-0.0534898943472532,-0.00018417561897254064
-0.0001726320643249161,7.993587999537606e-05,-0.05425004901415479,0.0009259892367362314
-0.00011749297151520107,0.00017617857017082508,-0.054071484271056486,-0.0031928124840171278
-0.0007888861681525672,-0.0005728884225547892,-0.053358498345040244,0.002906215906716482
-0.0006454372548885761,7.24642434287287e-05,-0.05139684730328042,0.00016017887210804463
-0.00024951917484091656,-0.00021052501515518002,-0.052295658741579355,-0.000937810682568248
-0.0006281554901217325,0.00040138613012030363,-0.053774079767773986,0.0013571855221586825
-0.00014816443574124812,0.0002549908295998988,-0.048934622779334025,0.0004980738977154964
-0.00057676294845636,-0.0002828638258723767,-0.0508158704693452,-0.00012380241624726182
-0.0012813007838895962,-0.0003877726140389028,-0.053039542478497376,-0.0003378159389994818
-6.268540160402827e-05,0.00014764433269833562,-0.05142046724132822,-0.00028922900089736124
-0.00026239593221129753,0.00025277682250756723,-0.05481854307523947,-0.0006183106927969426
3.981435655098842e-05,-0.0002573179330039741,-0.0540685027101249,-0.0010809639390159725
-0.0007601852457820978,-0.000580020332553,-0.05102034756802116,0.00021139856873567798
-0.0002952968908308334,6.15493893289874e-05,-0.05261999396511018,0.0018441156015491923
-0.0001589326400190962,0.00043704396470138304,-0.05264293928440909,0.0018800201276182008
-0.001081383349705915,-0.00015360062966068746,-0.052119131654196675,0.0015044853834449978
-0.000669044557816998,-0.0003155857780028727,-0.05452596792438571,0.0030526076048476374
4.004676462173766e-05,0.00022113379839180716,-0.05357463997353243,-0.0007713263014426851
-0.0005065879269335579,-7.914350485203733e-05,-0.0515630018513215,0.00031377787049733524
0.00011807672952645465,-0.0004599842075386063,-0.05173932464474447,0.0017679545190771204
-0.00010329626759273949,-9.3728872993103e-05,-0.0506486895792515,0.001481604201930036
9.84525460108666e-05,-0.0007383548276675085,-0.056093306720312645,-0.003535495223450183
0.00014695802483741878,-0.0005502623319031535,-0.05150633925447423,0.0010951079978879891
-0.00013180491758344023,0.00012732468269304628,-0.050589015110379144,0.00030682661142567355
-0.000412656824427412,0.0001355638175654179,-0.05062962874468279,-0.0007977276899174738
-0.0005327339255891939,9.794489677697829e-05,-0.05017646335519055,-0.00017399025986970034
-0.00031096958038696323,-0.0004657130274677596,-0.054296861927815715,0.0005173283300913207
-4.854565259384302e-05,-0.00011559284060164702,-0.05321480299843329,-0.0013599509564906477
-0.00023347995557535225,-0.00017243374934605287,-0.05565908173849064,-0.002551585359354506
-0.00017304646741510494,-0.00025512599733892665,-0.05360375244195552,0.002995323303117618
-0.0005535928395126107,-0.0006227493908160708,-0.050081990313501815,0.0005532405534906356
0.0001325598424839258,-0.00020533760976538908,-0.05309241040436031,-0.002285663128224376
-0.0005098029043656414,0.00010000241684644921,-0.05344577718309041,0.0021667627163227928
-0.00024806467447613774,0.0001834273005035177,-0.05063996835587085,-8.48438185722705e-05
-0.00022504866606558132,5.530030721717978e-05,-0.053650948378035336,0.004039572769231254
-0.0005578016533615809,-8.006297733601323e-05,-0.05417812975370472,-0.0022873185703356806
-0.0008851534636002931,0.00032051737470206233,-0.05198608874722048,0.0007820632557193987
-0.0005818474773960304,-0.000602688043422096,-0.05149589133406768,-0.0013188314735201585
-0.00043395945132411375,-0.00029536790915898263,-0.049316245283916406,-1.9329941038854097e-05
-0.0002387909606367752,-0.0003712952480671194,-0.05016222408328354,0.00015000937215059107
-0.0007570949130927089,0.0003148034773150248,-0.052058791964907175,-0.000984535917160534
-0.0002095931881259569,-0.00014200505821855328,-0.05191293427686503,-0.0010797437330695094
-0.000646855396705176,-0.00020536779975147942,-0.05120995396603805,-0.0005659159512339857
-0.0002246654734187037,-0.0002885622653091766,-0.05198593750867288,-0.0009688788042681629
-0.00019490843077707778,-0.0002979048966437281,-0.05163240677544095,0.0007739866539024659
-0.00015830121647966396,9.17769725050477e-05,-0.05008344077464972,0.0038447744040385843
0.00028977890534900586,0.00029317625881400725,-0.055215790756919354,-0.0015672194701955176
-7.952735621114546e-05,-0.00025106871734020505,-0.05010857411853375,0.0009950365049737413
0.00048440049355223257,0.00025427474112502384,-0.04794540970128118,0.001584374011682391
-0.00038364029045560703,-0.00032558408344502933,-0.05296063807603138,-0.0010079160670768525
-0.00026690953430269433,0.00023358233113284085,-0.05305943883846844,0.0025842828705035623
-0.00020961867052375315,-0.0005141340780735609,-0.05280614947461754,-0.0011002367201159886
0.00023712463557424998,-0.0005392386505315387,-0.05431598362556645,0.0016461889336007534
-0.00047609994092236195,-0.00026284388248072924,-0.05106865294631517,0.004263597422590566
-0.0004471285072527468,0.0005149849394386787,-0.05265569441384243,0.0024361298080837683
