# theta_E,e1_mass,e2_mass,gamma1,gamma2,e1_src,e2_src,center_x_src,center_y_src,e1_lens,e2_lens,center_x_lens,center_y_lens
4.540048912167549133e-02,1.174123734235763550e-01,-1.629385650157928467e-01,2.287705242633819580e-02,7.186800241470336914e-03,6.179341673851013184e-01,4.991495907306671143e-01,-2.369295954704284668e-01,9.203805923461914062e-01,-1.137181147933006287e-01,-1.321149896830320358e-02,-1.372623536735773087e-02,-4.625838715583086014e-03
1.700319647789001465e+00,-1.031662989407777786e-02,-4.281794726848602295e-01,1.699497848749160767e-01,-1.125335916876792908e-01,-8.891176432371139526e-02,-1.995574831962585449e-01,-7.795815169811248779e-02,6.107472255825996399e-02,1.749362796545028687e-02,1.190283745527267456e-01,6.948471069335937500e-03,1.389095839112997055e-02
1.486952662467956543e+00,-1.219989284873008728e-01,-2.312902063131332397e-01,-6.434662640094757080e-02,6.449814140796661377e-02,-1.986597180366516113e-01,-1.367818117141723633e-01,-4.895889163017272949e-01,6.065114140510559082e-01,-8.933935314416885376e-04,-6.871043890714645386e-02,6.482212804257869720e-03,2.805852890014648438e-02
1.324449300765991211e+00,1.923795640468597412e-01,-1.076279282569885254e-01,1.533865779638290405e-01,9.897620975971221924e-02,-7.802476733922958374e-02,1.375180333852767944e-01,2.537767775356769562e-02,1.247488856315612793e+00,-1.315103918313980103e-01,6.894901394844055176e-02,-1.708897762000560760e-02,2.079646289348602295e-02
1.094810128211975098e+00,-1.111098304390907288e-01,6.248313784599304199e-01,5.508695542812347412e-02,1.213426440954208374e-01,2.383607923984527588e-01,5.764543414115905762e-01,9.436108916997909546e-02,2.035704553127288818e-01,-1.389620359987020493e-02,9.594919532537460327e-02,-1.435349602252244949e-02,-9.613179601728916168e-03
1.181156754493713379e+00,6.677716374397277832e-01,-3.078199923038482666e-01,-1.159483268857002258e-01,-4.066142439842224121e-02,2.974520027637481689e-01,1.491277813911437988e-01,-3.206350207328796387e-01,7.585822939872741699e-01,-2.031324617564678192e-02,2.603032998740673065e-02,2.195436321198940277e-02,2.791347168385982513e-02
8.809387087821960449e-01,-1.004462689161300659e-02,-4.099732041358947754e-01,-1.003265902400016785e-01,1.408483535051345825e-01,-3.270309269428253174e-01,-3.068901002407073975e-01,-6.244204044342041016e-01,9.064410328865051270e-01,-4.590176511555910110e-03,1.000607609748840332e-01,1.799670606851577759e-02,3.769902139902114868e-02
1.260173201560974121e+00,-7.129965424537658691e-01,-4.781612753868103027e-02,-1.314066052436828613e-01,-1.493335366249084473e-01,-1.853999197483062744e-01,-5.421130731701850891e-02,-7.740060333162546158e-03,4.983248114585876465e-01,-1.532985866069793701e-01,-8.565360307693481445e-02,-9.887499734759330750e-03,3.152993693947792053e-02
7.374905347824096680e-01,7.639855146408081055e-02,-3.738163709640502930e-01,-1.990489959716796875e-01,-1.222678422927856445e-01,3.852006047964096069e-02,2.023421525955200195e-01,-7.700344175100326538e-02,6.175064444541931152e-01,-2.197769284248352051e-01,-2.544128708541393280e-02,1.139272749423980713e-02,6.998509168624877930e-03
7.674732804298400879e-01,2.602635622024536133e-01,-3.678206801414489746e-01,1.648112982511520386e-01,8.242465555667877197e-02,5.050514340400695801e-01,4.667104408144950867e-02,-8.339430093765258789e-01,7.867301702499389648e-01,1.085687056183815002e-01,1.442901417613029480e-02,8.980236947536468506e-03,1.523469667881727219e-02
2.716951847076416016e+00,3.892647027969360352e-01,1.865219175815582275e-01,1.447193771600723267e-01,6.364731490612030029e-02,-2.871589660644531250e-01,-1.215099617838859558e-01,3.548043072223663330e-01,-5.936338305473327637e-01,-2.249877750873565674e-01,5.713899061083793640e-02,-1.719716377556324005e-02,-1.488437689840793610e-02
2.196638107299804688e+00,6.591800451278686523e-01,-1.154502853751182556e-01,1.937257796525955200e-01,-5.423772335052490234e-02,3.670652210712432861e-02,-5.528397858142852783e-02,5.820084214210510254e-01,-3.910125792026519775e-02,-1.214543357491493225e-01,8.205573260784149170e-02,-2.160678384825587273e-03,-1.295621972531080246e-02
2.416055440902709961e+00,5.172885060310363770e-01,5.411838293075561523e-01,9.315967559814453125e-03,-3.706490993499755859e-02,-8.865035325288772583e-02,-1.549183726310729980e-01,5.496237277984619141e-01,-5.673581957817077637e-01,1.665773428976535797e-02,-1.240567266941070557e-01,-9.214698337018489838e-03,-2.392259798943996429e-02
1.154879450798034668e+00,-3.765964508056640625e-01,-1.085733324289321899e-01,-1.797938346862792969e-01,9.413452446460723877e-02,-1.100916340947151184e-01,-4.979775547981262207e-01,5.535802617669105530e-02,3.275922238826751709e-01,5.017396435141563416e-02,1.864358037710189819e-01,-1.571748405694961548e-03,9.726795367896556854e-03
5.657243728637695312e-01,3.662584125995635986e-01,-3.807154595851898193e-01,6.899680197238922119e-02,-1.218311190605163574e-01,-1.192739116959273815e-03,-8.899965137243270874e-02,1.190945506095886230e-01,4.098576009273529053e-01,-1.143370270729064941e-01,-2.015385590493679047e-02,5.191016010940074921e-03,-5.964308511465787888e-03
1.154085516929626465e+00,1.574554443359375000e-01,-1.544927507638931274e-01,-1.022550165653228760e-01,-1.782223582267761230e-01,6.834043562412261963e-02,6.102622952312231064e-03,2.680748999118804932e-01,3.010922968387603760e-01,-1.216598600149154663e-02,-1.732431501150131226e-01,-2.972694672644138336e-02,1.782411476597189903e-03
1.406998038291931152e+00,1.420711129903793335e-01,-6.166647076606750488e-01,9.093366563320159912e-02,8.565719425678253174e-02,-8.054782450199127197e-02,9.484511613845825195e-02,-2.746392786502838135e-01,3.025270104408264160e-01,3.546050190925598145e-02,1.750211417675018311e-02,-8.949785493314266205e-03,4.255646467208862305e-02
1.453397154808044434e+00,2.550513446331024170e-01,8.320852369070053101e-02,1.314473152160644531e-02,4.759733378887176514e-02,-4.774493277072906494e-01,3.868756294250488281e-01,-3.369646668434143066e-01,2.372792065143585205e-01,-7.473587244749069214e-02,5.434073135256767273e-02,2.136346325278282166e-02,3.520509460940957069e-03
1.216783642768859863e+00,6.010812520980834961e-01,2.380491420626640320e-02,1.368414610624313354e-01,-1.052396818995475769e-01,1.498553305864334106e-01,-1.400192826986312866e-01,-1.067465305328369141e+00,2.584643363952636719e-01,-1.651274114847183228e-01,-4.203632997814565897e-04,-9.479292668402194977e-03,-1.594958081841468811e-02
1.130032300949096680e+00,2.315902523696422577e-02,-9.108028560876846313e-02,1.898399442434310913e-01,1.721325069665908813e-01,-2.318377234041690826e-02,-3.923099637031555176e-01,2.479258626699447632e-01,5.466098189353942871e-01,-7.412080466747283936e-02,-1.336649805307388306e-01,-4.088328778743743896e-02,6.381649058312177658e-03
3.314954042434692383e-01,4.987054318189620972e-02,2.992244064807891846e-01,1.350406259298324585e-01,-6.922724843025207520e-02,-1.931583434343338013e-01,3.162149488925933838e-01,-2.607433199882507324e-01,4.881041944026947021e-01,-1.545199006795883179e-01,-4.760931804776191711e-02,-2.243991196155548096e-02,2.492181956768035889e-03
2.514640808105468750e+00,2.410867512226104736e-01,5.506081581115722656e-01,1.254409998655319214e-01,9.634070098400115967e-02,1.454927623271942139e-01,5.881108343601226807e-02,2.487049400806427002e-01,-7.271678447723388672e-01,-1.289481371641159058e-01,8.203781396150588989e-02,1.152138598263263702e-02,5.139330029487609863e-02
9.968757033348083496e-01,-2.856185138225555420e-01,2.328601926565170288e-01,-6.749749183654785156e-03,1.827396303415298462e-01,-1.496051996946334839e-01,1.219662055373191833e-01,1.251205444335937500e+00,6.862552762031555176e-01,-9.022259712219238281e-02,4.806429520249366760e-02,-4.572204779833555222e-03,8.322510868310928345e-03
9.370686411857604980e-01,1.969819217920303345e-01,-2.236889488995075226e-02,7.514087855815887451e-02,-1.855177134275436401e-01,1.088106483221054077e-01,6.010278686881065369e-02,-2.699696831405162811e-02,3.251098096370697021e-01,-1.237626522779464722e-01,8.369534462690353394e-02,-2.015080489218235016e-02,-8.984909392893314362e-03
8.139021992683410645e-01,-3.187349438667297363e-02,-2.601104676723480225e-01,-1.229402422904968262e-02,-1.394117474555969238e-01,-1.203056275844573975e-01,2.382386177778244019e-01,5.175191760063171387e-01,4.587930142879486084e-01,-1.867563724517822266e-01,-6.545707583427429199e-02,8.588537573814392090e-03,-3.926567151211202145e-04
1.594964861869812012e+00,3.412269428372383118e-02,-2.583357095718383789e-01,1.285850554704666138e-01,1.180851608514785767e-01,-3.107645809650421143e-01,8.642521500587463379e-02,-1.936424672603607178e-01,6.112976931035518646e-03,-2.052173465490341187e-01,-7.873862236738204956e-02,9.907159022986888885e-03,3.778318408876657486e-03
7.348626255989074707e-01,-2.275314629077911377e-01,-1.984248906373977661e-01,-1.803265213966369629e-01,5.240590870380401611e-02,1.214812472462654114e-01,1.691357493400573730e-01,-1.121976077556610107e-01,2.882791161537170410e-01,-2.910087630152702332e-02,1.269769575446844101e-02,8.899608626961708069e-03,3.637092560529708862e-02
1.302253842353820801e+00,1.483982503414154053e-01,6.519036740064620972e-02,-7.367058098316192627e-02,-1.559822261333465576e-02,-1.425937563180923462e-01,-2.264125794172286987e-01,6.321794539690017700e-02,7.420741319656372070e-01,-4.965557530522346497e-02,-1.601332277059555054e-01,-9.521796368062496185e-03,-2.215396845713257790e-03
1.232820227742195129e-01,9.860988706350326538e-02,1.380525156855583191e-02,-1.830956935882568359e-01,-1.530690640211105347e-01,5.406633019447326660e-03,3.291011154651641846e-01,-7.987452298402786255e-02,9.090443849563598633e-01,-8.529219776391983032e-02,-5.064629018306732178e-02,-1.929632201790809631e-02,3.131374716758728027e-02
1.375875353813171387e+00,4.705000817775726318e-01,1.492822170257568359e-01,1.636741310358047485e-01,7.745429873466491699e-03,6.802752614021301270e-02,-3.966796100139617920e-01,2.759282663464546204e-02,1.137236833572387695e+00,3.303619474172592163e-02,4.391045495867729187e-02,3.787886817008256912e-03,-1.943365321494638920e-03
1.255270242691040039e+00,2.062812596559524536e-01,5.421535968780517578e-01,1.288339048624038696e-01,2.700638771057128906e-02,-2.478973120450973511e-01,-4.612425863742828369e-01,3.161050677299499512e-01,4.087035357952117920e-01,1.199844181537628174e-01,8.352778106927871704e-02,-9.836168028414249420e-03,-1.638834923505783081e-02
6.408668756484985352e-01,-1.200037971138954163e-01,-4.939061999320983887e-01,-7.881062477827072144e-02,-7.787903398275375366e-02,2.960852086544036865e-01,-6.507384777069091797e-02,-3.742879927158355713e-01,7.186232209205627441e-01,1.030929684638977051e-01,1.279030442237854004e-01,1.671819132752716541e-03,-1.372021809220314026e-02
1.216422557830810547e+00,-1.363603174686431885e-01,-1.165391504764556885e-01,-3.987246751785278320e-02,3.591030836105346680e-04,-5.939707159996032715e-03,5.324268937110900879e-01,-3.413150310516357422e-01,5.709239244461059570e-01,-1.685616672039031982e-01,2.171881310641765594e-02,3.804214065894484520e-03,2.793601155281066895e-02
5.779677629470825195e-01,3.298591077327728271e-02,-1.208491325378417969e-01,-1.185507699847221375e-01,-1.952119022607803345e-01,6.016379594802856445e-02,5.181895568966865540e-02,-9.781949222087860107e-02,6.157339811325073242e-01,1.377658080309629440e-02,4.826951399445533752e-02,-1.228158734738826752e-02,2.344477362930774689e-02
2.472939968109130859e+00,2.507995665073394775e-01,3.701497316360473633e-01,1.290467530488967896e-01,1.633294373750686646e-01,1.161834374070167542e-01,1.495391726493835449e-01,5.602641105651855469e-01,-7.418518066406250000e-01,-1.172363832592964172e-01,9.530505537986755371e-02,-3.331112861633300781e-02,-4.160936456173658371e-03
9.887561202049255371e-01,-1.400902420282363892e-01,2.777924239635467529e-01,2.583101391792297363e-03,1.630867570638656616e-01,-4.989711642265319824e-01,1.555624455213546753e-01,-2.369887977838516235e-01,3.599773645401000977e-01,-5.536772683262825012e-02,9.212099015712738037e-02,-3.356195241212844849e-02,-5.177692510187625885e-03
1.808139204978942871e+00,5.186079740524291992e-01,7.513502985239028931e-02,1.510215848684310913e-01,1.064694970846176147e-01,1.156276166439056396e-01,9.971614181995391846e-02,2.228278852999210358e-02,1.031349077820777893e-01,-3.369781002402305603e-02,4.276605322957038879e-02,-2.293697185814380646e-02,2.992163226008415222e-02
8.575317263603210449e-01,-1.309185028076171875e-01,5.558378696441650391e-01,-9.139344096183776855e-03,1.359450370073318481e-01,-1.053164973855018616e-01,3.153517469763755798e-02,2.946854829788208008e-01,9.431689977645874023e-01,-1.334383636713027954e-01,8.762515336275100708e-02,-2.727048285305500031e-02,-9.294815361499786377e-03
8.500992059707641602e-01,-5.371339321136474609e-01,-3.003240525722503662e-01,-9.860563278198242188e-02,1.623353362083435059e-02,-1.202671155333518982e-01,3.375395536422729492e-01,-2.265380509197711945e-02,2.958416342735290527e-01,-5.624990165233612061e-02,-8.583495020866394043e-02,2.377982623875141144e-02,2.869064360857009888e-02
1.739337086677551270e+00,1.268642544746398926e-01,7.194438576698303223e-01,1.916873008012771606e-01,1.112584322690963745e-01,1.200247779488563538e-01,-2.132631689310073853e-01,2.925125956535339355e-01,9.948077611625194550e-03,-8.371517062187194824e-02,1.630616039037704468e-01,-2.688633650541305542e-02,-3.020406328141689301e-02
2.229918003082275391e+00,4.994450807571411133e-01,-1.179380491375923157e-01,1.993302255868911743e-01,-1.001648008823394775e-01,1.685139089822769165e-01,-4.728076756000518799e-01,1.513016372919082642e-01,7.144987583160400391e-02,-1.720928400754928589e-01,-3.091611154377460480e-02,-1.025735866278409958e-02,-1.289001386612653732e-02
4.628332853317260742e-01,-6.593556404113769531e-01,-2.269369177520275116e-02,3.304915130138397217e-02,5.303244292736053467e-02,3.265735805034637451e-01,-1.716015674173831940e-02,-3.939292728900909424e-01,1.038949608802795410e+00,-7.150756567716598511e-02,3.210965171456336975e-02,-2.457867842167615891e-03,-3.444597497582435608e-02
1.615159392356872559e+00,-3.929747268557548523e-03,1.908060312271118164e-01,5.295906960964202881e-02,8.124567568302154541e-02,2.042247056961059570e-01,5.370729565620422363e-01,5.723023787140846252e-04,1.292575001716613770e+00,-3.683089464902877808e-02,1.112710312008857727e-02,7.796446792781352997e-03,1.495255995541810989e-02
1.652926564216613770e+00,2.444182708859443665e-02,-4.569757580757141113e-01,1.911641508340835571e-01,-1.509767919778823853e-01,-2.101472467184066772e-01,3.933439776301383972e-02,-1.117124557495117188e-01,1.025748811662197113e-02,-1.926561146974563599e-01,-3.462397260591387749e-03,4.965793341398239136e-03,-1.514922128990292549e-03
1.350446462631225586e+00,1.214141724631190300e-03,1.906176507472991943e-01,5.535130202770233154e-02,1.722118109464645386e-01,3.204080462455749512e-01,1.170350355096161366e-03,5.436170473694801331e-02,7.051325440406799316e-01,-2.432459034025669098e-02,-2.942006569355726242e-03,-1.414881262462586164e-05,-4.114328697323799133e-02
3.427448868751525879e-01,3.275617957115173340e-01,8.657006919384002686e-02,-1.057703942060470581e-01,2.643676102161407471e-02,1.184720359742641449e-02,1.248433217406272888e-01,6.116790324449539185e-02,1.308861255645751953e+00,-1.227635294198989868e-01,1.000204384326934814e-01,8.060428663156926632e-04,-3.154347464442253113e-02
1.704339742660522461e+00,1.510541141033172607e-01,2.119832783937454224e-01,-1.217687577009201050e-01,1.278817653656005859e-02,3.456629514694213867e-01,-1.165672317147254944e-01,-1.741861226037144661e-03,4.969862475991249084e-02,-3.348201140761375427e-02,-4.856776818633079529e-02,-1.711117289960384369e-02,5.913195665925741196e-03
1.004022955894470215e+00,-1.072184890508651733e-01,-1.155794560909271240e-01,-1.730141639709472656e-01,1.353608518838882446e-01,2.623315751552581787e-01,2.815354764461517334e-01,-3.921456634998321533e-01,1.954802870750427246e-01,-6.824722141027450562e-02,-3.156097605824470520e-02,2.003295347094535828e-02,3.621921315789222717e-02
2.147596031427383423e-01,6.658940315246582031e-01,2.191544920206069946e-01,1.207367032766342163e-01,-9.116175025701522827e-02,1.067247390747070312e-01,2.543917596340179443e-01,6.450438871979713440e-03,7.318035364151000977e-01,-1.785761713981628418e-01,7.712243497371673584e-02,1.746500842273235321e-02,6.398656405508518219e-03
4.739077687263488770e-01,1.897945553064346313e-01,-3.883222937583923340e-01,4.317834973335266113e-02,-5.067069828510284424e-02,1.928493529558181763e-01,-3.963299095630645752e-01,-1.150409728288650513e-01,1.020878791809082031e+00,-1.435681730508804321e-01,-1.161834108643233776e-03,1.393084600567817688e-02,-1.352349203079938889e-02
8.746281266212463379e-01,-9.492815136909484863e-01,7.471325993537902832e-02,-1.189560070633888245e-01,3.986057639122009277e-02,1.745977438986301422e-02,2.569841444492340088e-01,-2.656693756580352783e-01,8.297548294067382812e-01,9.807860851287841797e-02,2.025605738162994385e-02,-4.728566482663154602e-02,1.222938206046819687e-02
1.658971190452575684e+00,8.741683512926101685e-02,-1.218801811337471008e-01,1.528831869363784790e-01,1.976034492254257202e-01,-1.073788478970527649e-01,-2.598071992397308350e-01,-1.194474101066589355e-01,1.712940037250518799e-01,3.535800054669380188e-02,-5.775368586182594299e-02,4.391248337924480438e-03,1.172636356204748154e-02
1.376783490180969238e+00,2.963614463806152344e-01,-9.810711443424224854e-02,1.824216693639755249e-01,-9.381824731826782227e-02,-6.060422658920288086e-01,-3.348864242434501648e-02,-2.820286750793457031e-01,3.476871252059936523e-01,-9.288822114467620850e-02,4.956018179655075073e-02,-1.925321668386459351e-02,-1.878149621188640594e-02
3.134140074253082275e-01,7.254423946142196655e-02,-8.278559148311614990e-02,-5.671569705009460449e-02,-5.121767520904541016e-03,7.963167876005172729e-02,1.704992949962615967e-01,3.277226090431213379e-01,7.826355099678039551e-01,-7.038215640932321548e-03,-1.294935494661331177e-02,2.848801575601100922e-02,-3.475598990917205811e-02
1.272113323211669922e+00,-3.731798529624938965e-01,-3.126505017280578613e-01,-1.692927479743957520e-01,-8.786510676145553589e-02,5.421707406640052795e-02,-4.055247604846954346e-01,1.377987116575241089e-01,1.015104174613952637e+00,-1.402657479047775269e-02,2.174943238496780396e-01,-6.273314356803894043e-03,1.896821334958076477e-02
1.310928344726562500e+00,3.679085373878479004e-01,1.169603690505027771e-02,1.494213491678237915e-01,1.242769807577133179e-01,-2.366234511137008667e-01,-1.359084807336330414e-02,-3.765366077423095703e-01,-5.405849963426589966e-02,-1.547399461269378662e-01,1.041206717491149902e-01,-7.479783613234758377e-03,3.039469197392463684e-02
1.619446158409118652e+00,1.538798958063125610e-01,1.106289252638816833e-01,1.890404671430587769e-01,-6.017163395881652832e-03,2.960084676742553711e-01,1.471058875322341919e-01,5.309266448020935059e-01,-2.975598350167274475e-02,-1.061468273401260376e-01,-3.270048275589942932e-02,1.338649261742830276e-02,-8.065583533607423306e-04
1.191970586776733398e+00,2.195314615964889526e-01,2.493207752704620361e-01,1.144965738058090210e-01,1.786533743143081665e-01,-2.481467835605144501e-02,-4.298373758792877197e-01,3.906934261322021484e-01,9.117028117179870605e-01,6.109295412898063660e-02,2.005322650074958801e-02,-3.594258800148963928e-02,-1.400149054825305939e-02
1.397714495658874512e+00,-6.583283096551895142e-02,1.890390217304229736e-01,-1.812444329261779785e-01,1.859942525625228882e-01,2.505533695220947266e-01,7.114396095275878906e-01,-7.601699233055114746e-01,2.267095744609832764e-01,2.558332681655883789e-02,2.942970767617225647e-02,2.521998248994350433e-03,-1.496278028935194016e-02
1.558005452156066895e+00,-3.285397887229919434e-01,1.415397524833679199e-01,1.737545579671859741e-01,1.853806227445602417e-01,-3.340188562870025635e-01,-7.726593017578125000e-01,-2.088078260421752930e-01,1.858624815940856934e-01,-2.883352525532245636e-02,3.869650140404701233e-02,7.706622709520161152e-04,-1.314360997639596462e-03
3.392902314662933350e-01,1.865191459655761719e-01,-3.834323287010192871e-01,-1.549617946147918701e-01,2.731230854988098145e-02,-9.523159824311733246e-03,-9.949763864278793335e-02,-2.815808728337287903e-02,8.918356299400329590e-01,-9.842719137668609619e-02,-1.027745977044105530e-01,-6.842499598860740662e-03,-9.885111823678016663e-03
1.361911177635192871e+00,-6.727005839347839355e-01,-4.809838235378265381e-01,-1.938650012016296387e-02,3.121981024742126465e-02,2.042982727289199829e-02,-8.244588226079940796e-02,-5.703409910202026367e-01,5.958148241043090820e-01,8.471624553203582764e-02,-6.400846689939498901e-02,1.654803566634654999e-02,6.675514858216047287e-03
7.128852009773254395e-01,5.600801110267639160e-02,6.678708642721176147e-02,1.964726895093917847e-01,1.787159293889999390e-01,1.478838622570037842e-01,2.543891370296478271e-01,1.595567911863327026e-02,2.738008499145507812e-01,-1.581276804208755493e-01,-3.408795595169067383e-02,2.009653672575950623e-02,-3.819591552019119263e-02
9.555525183677673340e-01,-2.185767143964767456e-01,-1.196354627609252930e-01,4.898175597190856934e-02,-8.047477155923843384e-02,5.867758020758628845e-02,-1.394221037626266479e-01,-8.889074623584747314e-02,6.830740571022033691e-01,-8.587872236967086792e-02,4.257607087492942810e-02,-3.935028985142707825e-02,4.692647233605384827e-02
1.706266283988952637e+00,4.492657259106636047e-02,-2.661781013011932373e-01,1.580841839313507080e-02,-1.443438082933425903e-01,4.654248356819152832e-01,-3.753941506147384644e-02,3.260303735733032227e-01,5.558517575263977051e-01,-1.402221620082855225e-01,-1.004029512405395508e-01,-5.079179070889949799e-03,3.056006738916039467e-03
5.898385047912597656e-01,1.254677921533584595e-01,-2.043382972478866577e-01,-1.281085908412933350e-01,1.550653576850891113e-02,4.020194709300994873e-01,-2.222554534673690796e-01,-6.970385462045669556e-02,5.562327504158020020e-01,-8.457913994789123535e-02,7.752486318349838257e-02,-1.570179359987378120e-03,-3.047447837889194489e-02
2.054121971130371094e+00,1.005141735076904297e-01,6.150350570678710938e-01,4.830260574817657471e-02,-2.164088189601898193e-02,-1.134502366185188293e-01,4.919457435607910156e-02,1.639831215143203735e-01,-5.798166990280151367e-01,-8.609721809625625610e-02,9.086985141038894653e-02,-1.178165152668952942e-02,1.804904639720916748e-02
7.168314456939697266e-01,4.501665234565734863e-01,3.497765958309173584e-01,1.764243394136428833e-01,1.993362456560134888e-01,8.525205403566360474e-02,8.012203872203826904e-02,-2.270514369010925293e-01,4.616426303982734680e-02,-1.247350946068763733e-01,7.911230623722076416e-02,6.642063148319721222e-03,-5.447823554277420044e-02
4.510053396224975586e-01,-4.078983664512634277e-01,-1.064955368638038635e-01,-1.909863352775573730e-01,1.443334370851516724e-01,1.138078123331069946e-01,2.209825664758682251e-01,-1.514815390110015869e-01,8.346161842346191406e-01,-3.989971801638603210e-02,9.463795274496078491e-02,2.394690737128257751e-02,5.422229692339897156e-02
9.564778208732604980e-01,-2.548658251762390137e-01,1.043095365166664124e-01,-1.746492087841033936e-02,3.410592675209045410e-02,4.193666875362396240e-01,4.457986652851104736e-01,6.675641536712646484e-01,4.416044354438781738e-01,-7.703711092472076416e-02,-9.670345485210418701e-02,-1.129508716985583305e-03,1.797325909137725830e-02
1.389060974121093750e+00,-3.927811086177825928e-01,7.284292578697204590e-02,-1.153010949492454529e-01,-1.054903939366340637e-01,6.364870667457580566e-01,5.194029584527015686e-02,-8.534725010395050049e-02,7.901931554079055786e-02,-1.149104312062263489e-01,4.014736972749233246e-03,-2.351357787847518921e-02,2.638663863763213158e-03
5.916194915771484375e-01,3.644025623798370361e-01,-8.570579439401626587e-02,-2.467691898345947266e-02,-7.336410880088806152e-02,1.744653433561325073e-01,2.658248245716094971e-01,6.011049821972846985e-02,4.686465263366699219e-01,-8.326690644025802612e-02,1.773349493741989136e-01,-1.835801824927330017e-02,3.428811579942703247e-02
1.640912413597106934e+00,1.810764893889427185e-02,-1.129288822412490845e-01,1.176950186491012573e-01,-1.768750995397567749e-01,-9.394695609807968140e-02,-5.770303308963775635e-02,8.820904418826103210e-03,7.239058613777160645e-02,-1.384524405002593994e-01,-5.425817519426345825e-02,4.168278537690639496e-03,3.711531171575188637e-03
1.130832433700561523e+00,4.436544775962829590e-01,4.839366301894187927e-02,7.035790383815765381e-02,4.516324400901794434e-02,-1.351621747016906738e-01,1.629066020250320435e-01,-2.159656882286071777e-01,9.558435678482055664e-01,-1.251850426197052002e-01,1.171207875013351440e-01,2.217113785445690155e-02,8.850259706377983093e-03
1.220371007919311523e+00,-1.457362323999404907e-01,3.439367413520812988e-01,1.487893015146255493e-01,1.599204987287521362e-01,6.320814788341522217e-02,-6.797488927841186523e-01,2.224529385566711426e-01,6.750630140304565430e-01,-2.020381018519401550e-02,1.316254287958145142e-01,3.634375706315040588e-02,-2.543928846716880798e-02
2.426884412765502930e+00,4.911130368709564209e-01,4.854331910610198975e-01,7.444290816783905029e-02,4.861614108085632324e-02,-1.267887800931930542e-01,1.603530794382095337e-01,2.484372556209564209e-01,-1.486249417066574097e-01,-2.401204220950603485e-02,2.299799770116806030e-02,-3.170829266309738159e-03,-9.452429367229342461e-04
9.062200188636779785e-01,9.361030906438827515e-02,3.115882873535156250e-01,-3.280700743198394775e-02,-9.298089891672134399e-02,5.717112496495246887e-02,7.203540802001953125e-01,2.944430112838745117e-01,6.522570848464965820e-01,-1.259223073720932007e-01,-5.221993476152420044e-02,-2.201329916715621948e-02,4.232720285654067993e-02
4.313660562038421631e-01,2.188623845577239990e-01,-2.852007448673248291e-01,-1.355056762695312500e-01,2.847115695476531982e-02,-1.038897484540939331e-01,-2.178088575601577759e-01,2.209826409816741943e-01,6.062002778053283691e-01,-3.165253996849060059e-02,-9.223472326993942261e-02,5.481681320816278458e-03,3.678341209888458252e-02
2.327975511550903320e+00,2.202379405498504639e-01,-4.392658174037933350e-02,1.181546598672866821e-01,-6.113441288471221924e-02,-1.396170258522033691e-01,-3.982939720153808594e-01,-2.192454785108566284e-01,-6.146197393536567688e-02,-4.328158125281333923e-02,1.093661505728960037e-02,-2.759809372946619987e-03,-2.709084562957286835e-02
2.385318279266357422e+00,4.760255515575408936e-01,1.734296828508377075e-01,9.037703275680541992e-03,1.917411237955093384e-01,5.347572565078735352e-01,7.165908813476562500e-02,4.080430269241333008e-01,-6.839777827262878418e-01,-8.628964424133300781e-02,-4.671634361147880554e-02,-5.846690037287771702e-04,1.557938102632761002e-02
8.550981283187866211e-01,5.754997730255126953e-01,-4.533254355192184448e-02,8.218111097812652588e-02,-8.451502770185470581e-02,4.571806490421295166e-01,-5.598919466137886047e-02,-7.541214674711227417e-02,5.214881300926208496e-01,-1.902891322970390320e-02,-7.113302499055862427e-02,9.221780113875865936e-03,1.277789752930402756e-02
1.357008457183837891e+00,-3.885443806648254395e-01,6.658498197793960571e-02,-7.285812497138977051e-02,9.142236411571502686e-02,2.007610797882080078e-01,-2.077315300703048706e-01,1.134071871638298035e-01,7.089855670928955078e-01,-9.042385965585708618e-02,2.385819256305694580e-01,1.171031314879655838e-02,-3.342116996645927429e-02
8.448764085769653320e-01,4.440161585807800293e-01,-8.372635841369628906e-01,-1.642789542675018311e-01,1.441878825426101685e-01,9.888674318790435791e-02,5.970466509461402893e-02,-6.065179109573364258e-01,5.168063640594482422e-01,-5.380705744028091431e-02,1.229539364576339722e-01,5.910741165280342102e-03,1.691783405840396881e-02
2.853199958801269531e+00,6.297536492347717285e-01,-4.499019309878349304e-02,1.681419461965560913e-01,-1.621991395950317383e-04,6.054717674851417542e-02,-3.885357975959777832e-01,1.621150225400924683e-01,-3.853110373020172119e-01,-4.201139509677886963e-02,-9.287212044000625610e-03,-1.305107027292251587e-02,-2.121151983737945557e-02
1.733755946159362793e+00,-4.068936109542846680e-01,-1.107542216777801514e-01,6.603926420211791992e-03,-3.868000209331512451e-02,-1.018451973795890808e-01,-2.798293828964233398e-01,-3.099839687347412109e-01,1.551325023174285889e-01,-5.540680512785911560e-02,-2.542453445494174957e-02,-4.565493389964103699e-02,1.052601262927055359e-02
7.473331093788146973e-01,7.292504608631134033e-02,3.588512539863586426e-01,1.918040066957473755e-01,1.266072541475296021e-01,-1.054834127426147461e-01,5.687543004751205444e-02,-6.471834331750869751e-02,2.770500183105468750e-01,-2.731747366487979889e-02,-5.579311028122901917e-02,1.020247209817171097e-02,-9.461883455514907837e-03
