parameter,median,percentile_16,percentile_84
0-R_sersic,1.0022700767599404,0.9938394121821542,1.0115551826775413
1-n_sersic,4.019142771039707,3.9945417229148936,4.045760512091488
2-e1,-0.053426975373407855,-0.05513298420659981,-0.05199023224676042
3-e2,0.0019050836928143683,0.0002608778923681176,0.003400860443230726
