0-R_sersic,1-n_sersic,2-e1,3-e2
1.003336375311828,4.017937117287293,-0.05451673619567824,0.0011144657385028219
0.9956951060834627,4.011503602567001,-0.05212026407280744,0.0005032416454084063
0.9994941146533921,4.008754478858513,-0.05187860114248182,0.002667162150379645
1.0087152634054548,4.025223743796622,-0.05550215557493403,0.0007645412344558657
0.9996692376496631,3.9927539803651055,-0.05023640639500529,0.003116984306342049
0.9816901453986426,3.958574504252458,-0.053660658717349506,0.001491096676174392
0.9992062165480207,4.016396602176218,-0.05298059354023278,0.003465108693416312
1.0042625938688632,4.0256947101890175,-0.05276497716884363,0.002669319173720304
0.9955552265227247,3.9757005832097865,-0.053357191384345824,-0.00037332659962380433
0.9982025967679277,4.002834203922488,-0.053010517762125474,0.002110052457593308
1.0063070137408079,4.043214768663902,-0.054259861561715216,0.0015719047612925239
1.0084258213874957,4.038325181163813,-0.05332602821001056,0.0012591307700082271
1.0136382862182785,4.065145522237404,-0.05525159527135676,0.002805293136852295
0.9977265750871144,3.996974883997554,-0.05182304675957781,0.003514693672797989
0.9943949747649347,4.0095906884264325,-0.055214222000313944,0.0014168138088946848
0.9972335310656307,4.004989697763299,-0.05235615504293601,0.004306409424971569
1.0052753807881039,4.033778478861259,-0.05454096571330426,-0.0006583803709034242
0.9962491768598714,3.996574299614826,-0.05403276667451398,0.00020072106973924585
1.0095047908732124,4.038882461539162,-0.05453242690160176,0.004077303553811456
0.9782634551892249,3.9779012748775595,-0.05307124025934701,0.0032577081975281486
0.9963396283533308,4.0037872928735885,-0.055274980623885445,0.0019243407923181578
1.0060500133123893,4.0295216842295885,-0.05325705494913722,0.002949296618641762
1.004832648273021,4.030751282201932,-0.05471840582797045,0.0017775894708649967
0.9978335610137924,4.010151654998617,-0.05554136981952188,0.0031681302191829213
1.0115521893044128,4.040321456667954,-0.05574065939680413,0.001472227924730261
1.0116545015608318,4.042214288723389,-0.0547941826087866,0.0014475703280963212
0.998191375105203,4.012785610690541,-0.053427588453301644,0.0025213694275686605
1.011753335727126,4.0462868803589584,-0.05529780334168057,0.003145151589591682
0.997638248845964,4.002692956871185,-0.05292557367837057,0.0014410445739506442
1.0073320894783364,4.02033479915648,-0.05211949364180719,0.0004810222719012119
1.0073311353232186,4.020539793398448,-0.055147093755195505,0.0033320644529003947
