# theta_E,e1_mass,e2_mass,R_sersic_src,n_sersic_src,e1_src,e2_src,center_x_src,center_y_src,R_sersic_lens,n_sersic_lens,e1_lens,e2_lens
1.469990611076354980e+00,-6.365935504436492920e-02,4.048475995659828186e-02,2.865133583545684814e-01,7.853417396545410156e-01,-4.796389490365982056e-02,1.259420663118362427e-01,8.690228685736656189e-03,3.125446140766143799e-01,6.987800598144531250e-01,3.654597043991088867e+00,-6.987014319747686386e-03,-3.449266776442527771e-02
1.483498811721801758e+00,-2.633461728692054749e-02,1.179705373942852020e-02,5.438769459724426270e-01,1.475765228271484375e+00,1.521798819303512573e-01,6.207820400595664978e-02,1.266648434102535248e-02,2.954351603984832764e-01,7.385177016258239746e-01,3.508925914764404297e+00,1.498017925769090652e-02,-1.008624583482742310e-02
1.529840350151062012e+00,-7.087256014347076416e-02,-1.486190408468246460e-02,4.498565495014190674e-01,1.560966014862060547e+00,1.105323657393455505e-01,1.668904870748519897e-01,3.489466756582260132e-02,2.621205449104309082e-01,8.939791321754455566e-01,3.581705093383789062e+00,-1.191060896962881088e-02,-4.307137429714202881e-02
1.489737868309020996e+00,-4.541639611124992371e-02,-5.485645029693841934e-03,3.096917867660522461e-01,1.302233457565307617e+00,-4.039755463600158691e-02,1.598966121673583984e-02,-5.675372201949357986e-03,3.107391297817230225e-01,1.243378996849060059e+00,4.233380317687988281e+00,-7.488371431827545166e-02,-7.462131977081298828e-02
1.462138772010803223e+00,-6.805779039859771729e-02,1.529826433397829533e-03,4.017348289489746094e-01,1.487718105316162109e+00,-4.633317515254020691e-02,1.904355287551879883e-01,-2.579854102805256844e-03,3.422992527484893799e-01,9.606044888496398926e-01,4.032117843627929688e+00,7.460584864020347595e-03,2.807925827801227570e-02
1.500109791755676270e+00,-7.779705524444580078e-02,-4.473255574703216553e-02,4.058816730976104736e-01,1.191359162330627441e+00,1.379304379224777222e-01,8.282719552516937256e-02,-9.023159742355346680e-03,3.279759883880615234e-01,1.208763360977172852e+00,4.524784088134765625e+00,-1.254578977823257446e-01,-1.965308003127574921e-02
1.521388053894042969e+00,-6.428895890712738037e-02,4.418533761054277420e-03,3.359326720237731934e-01,7.379617691040039062e-01,1.171041503548622131e-01,4.379742220044136047e-02,-1.682793721556663513e-02,2.820504307746887207e-01,7.324850559234619141e-01,3.650252103805541992e+00,-5.987055972218513489e-02,1.997250318527221680e-02
1.521124482154846191e+00,-6.564356386661529541e-02,1.393743883818387985e-02,3.064082264900207520e-01,9.603247046470642090e-01,4.456131532788276672e-02,-9.306536614894866943e-02,5.043756216764450073e-03,2.839603126049041748e-01,1.082166433334350586e+00,3.471865653991699219e+00,-6.763538718223571777e-02,1.753785274922847748e-02
1.497831106185913086e+00,-2.390417084097862244e-02,-2.339064516127109528e-02,3.231742382049560547e-01,1.156734943389892578e+00,3.329594805836677551e-02,-2.575942687690258026e-02,-4.415211826562881470e-02,2.998391389846801758e-01,9.025107622146606445e-01,3.967368841171264648e+00,-1.394405588507652283e-02,-3.159462288022041321e-02
1.511755824089050293e+00,-3.580069169402122498e-02,-2.501064166426658630e-02,3.019382059574127197e-01,8.678053617477416992e-01,2.060053795576095581e-01,5.464270338416099548e-02,1.062159612774848938e-02,2.691323757171630859e-01,9.541809558868408203e-01,4.312784194946289062e+00,-1.523548960685729980e-01,-6.764864083379507065e-03
1.542120099067687988e+00,-7.603787630796432495e-02,-7.488360628485679626e-03,4.462890326976776123e-01,1.523471117019653320e+00,-6.969632208347320557e-02,6.831949949264526367e-02,1.092937123030424118e-02,2.908926904201507568e-01,1.015383243560791016e+00,4.436864852905273438e+00,-8.228463679552078247e-02,-1.791012100875377655e-02
1.524535179138183594e+00,-2.642609365284442902e-02,2.799800224602222443e-02,4.666648507118225098e-01,1.310654878616333008e+00,5.371134355664253235e-02,7.812526822090148926e-02,1.549050910398364067e-03,2.994630932807922363e-01,9.151492714881896973e-01,3.803103446960449219e+00,-9.164351969957351685e-02,-1.100301835685968399e-02
1.507852554321289062e+00,-6.885799020528793335e-02,3.397923707962036133e-02,3.590418398380279541e-01,1.217461109161376953e+00,-3.553172573447227478e-02,-1.475725672207772732e-03,1.143783912993967533e-03,2.672275602817535400e-01,1.101102590560913086e+00,4.122579097747802734e+00,-6.534210592508316040e-02,-1.117487158626317978e-02
1.489726424217224121e+00,-5.957060679793357849e-02,-2.024752274155616760e-02,4.956812262535095215e-01,1.496452093124389648e+00,1.293989270925521851e-01,5.113992840051651001e-02,4.111841693520545959e-02,2.894866764545440674e-01,9.921700954437255859e-01,3.887021541595458984e+00,-3.886815905570983887e-02,-4.254761338233947754e-02
1.510496497154235840e+00,-6.343004852533340454e-02,2.425497584044933319e-02,5.703966617584228516e-01,1.899013280868530273e+00,3.797970339655876160e-02,1.834474503993988037e-01,7.022643461823463440e-03,2.683816552162170410e-01,5.999842882156372070e-01,3.289884567260742188e+00,-1.311976164579391479e-01,-1.627607038244605064e-03
1.479668736457824707e+00,-2.718531154096126556e-02,1.013856008648872375e-02,4.335086941719055176e-01,1.238856077194213867e+00,1.564034521579742432e-01,-7.107865065336227417e-02,-2.069753780961036682e-02,2.975681722164154053e-01,8.806802034378051758e-01,4.142285823822021484e+00,-3.108344785869121552e-02,7.781617343425750732e-02
1.470581173896789551e+00,-4.367290809750556946e-02,-1.245421078056097031e-02,3.506427705287933350e-01,1.441242218017578125e+00,-6.166050210595130920e-02,2.032543122768402100e-01,-1.930391788482666016e-02,3.357827961444854736e-01,9.895145893096923828e-01,3.931512832641601562e+00,-3.813925012946128845e-02,-2.438784018158912659e-02
1.484598994255065918e+00,-6.738277524709701538e-02,3.689836338162422180e-02,5.179824829101562500e-01,1.465662002563476562e+00,1.570803076028823853e-01,8.535888791084289551e-02,1.341549027711153030e-02,2.984967529773712158e-01,5.846114158630371094e-01,3.649361848831176758e+00,2.151654101908206940e-03,-1.087283622473478317e-02
1.554588675498962402e+00,-7.999410480260848999e-02,-9.800684638321399689e-03,3.898842632770538330e-01,1.534976243972778320e+00,4.333905503153800964e-02,4.491512198001146317e-03,-1.590212807059288025e-03,2.761254310607910156e-01,1.221639871597290039e+00,4.447454452514648438e+00,-8.974088728427886963e-02,-6.199896708130836487e-02
1.533804774284362793e+00,-5.206360295414924622e-02,-3.580197691917419434e-02,3.232536613941192627e-01,1.181884527206420898e+00,-7.667912542819976807e-02,1.471374332904815674e-01,-1.836224831640720367e-02,2.875440418720245361e-01,8.953333497047424316e-01,3.945590257644653320e+00,-4.323092475533485413e-02,2.643788233399391174e-02
1.508537769317626953e+00,-4.899651929736137390e-02,-4.768282920122146606e-02,4.763255715370178223e-01,1.700639724731445312e+00,1.085544079542160034e-01,1.209194771945476532e-02,-4.720045998692512512e-02,3.006324470043182373e-01,1.026253461837768555e+00,4.328598022460937500e+00,-6.189284846186637878e-02,4.777869209647178650e-03
1.532719731330871582e+00,-9.893054515123367310e-02,5.234265234321355820e-03,4.780230224132537842e-01,1.420531272888183594e+00,1.028602104634046555e-02,2.186765670776367188e-01,-1.364170014858245850e-02,2.903000712394714355e-01,8.763310909271240234e-01,3.797502756118774414e+00,-9.463046491146087646e-02,3.701371327042579651e-02
1.510403513908386230e+00,-3.959418460726737976e-02,-2.987577393651008606e-02,2.709893286228179932e-01,7.492204904556274414e-01,1.572320312261581421e-01,-9.898508340120315552e-02,9.398831054568290710e-03,3.127065598964691162e-01,8.590216040611267090e-01,3.540238142013549805e+00,-4.890960454940795898e-02,1.537356642074882984e-03
1.516464352607727051e+00,-8.874618262052536011e-02,-4.142006486654281616e-02,4.199744164943695068e-01,1.508848905563354492e+00,-6.243931595236063004e-03,6.357904523611068726e-02,-1.456596143543720245e-02,3.165347874164581299e-01,1.144397735595703125e+00,4.693594455718994141e+00,-8.560732007026672363e-02,6.452355999499559402e-03
1.461950302124023438e+00,-3.797965496778488159e-02,2.309252507984638214e-03,7.762081623077392578e-01,2.139097213745117188e+00,1.126338690519332886e-01,3.698761016130447388e-02,2.043697796761989594e-02,3.164081871509552002e-01,7.641610503196716309e-01,3.846939563751220703e+00,-6.945279985666275024e-02,2.537090331315994263e-03
1.481732964515686035e+00,-4.165723919868469238e-02,4.071979783475399017e-03,5.454297065734863281e-01,1.942895412445068359e+00,7.630698382854461670e-02,1.368716657161712646e-01,2.854904159903526306e-02,3.065726757049560547e-01,1.134350776672363281e+00,4.199301242828369141e+00,-6.404164433479309082e-02,-3.310620319098234177e-03
1.503066182136535645e+00,-5.752106755971908569e-02,5.153290182352066040e-02,4.601044356822967529e-01,1.710286140441894531e+00,9.487754665315151215e-03,4.745198041200637817e-02,-2.784578688442707062e-02,2.938581109046936035e-01,9.376693367958068848e-01,4.175962448120117188e+00,-9.356286376714706421e-02,6.215871125459671021e-02
1.500518918037414551e+00,-3.248104080557823181e-02,-1.768945530056953430e-02,4.412578046321868896e-01,1.639320611953735352e+00,6.319468468427658081e-02,-1.731971800327301025e-01,-3.869671374559402466e-02,2.910860776901245117e-01,1.004849433898925781e+00,4.123883247375488281e+00,-5.273976176977157593e-02,4.968195781111717224e-02
1.495970726013183594e+00,-7.627172768115997314e-02,5.725794285535812378e-02,4.925183057785034180e-01,1.491094589233398438e+00,1.229101642966270447e-01,2.976237796247005463e-02,1.878969557583332062e-02,2.781551778316497803e-01,9.006683826446533203e-01,4.405743598937988281e+00,-1.003984808921813965e-01,1.760659366846084595e-02
1.510392308235168457e+00,-7.133440673351287842e-02,-6.849531549960374832e-03,5.453851222991943359e-01,2.089942216873168945e+00,2.882188651710748672e-03,-2.324035018682479858e-02,1.890280283987522125e-02,2.872901856899261475e-01,1.009738683700561523e+00,4.010153293609619141e+00,-3.836337849497795105e-02,1.839180849492549896e-02
1.511368632316589355e+00,-3.753889724612236023e-02,-2.444245852530002594e-02,3.860617876052856445e-01,1.092512845993041992e+00,1.838700473308563232e-01,6.386528909206390381e-02,-4.320553317666053772e-02,2.810452878475189209e-01,8.079504370689392090e-01,3.237727165222167969e+00,-4.931678250432014465e-02,2.061546593904495239e-02
1.481349349021911621e+00,-3.518798202276229858e-02,-1.942081190645694733e-02,2.452367395162582397e-01,7.430074810981750488e-01,4.897348582744598389e-02,1.941769123077392578e-01,1.644023694097995758e-02,3.178216516971588135e-01,8.881437778472900391e-01,3.699834823608398438e+00,3.005269356071949005e-02,5.753256846219301224e-03
1.522156596183776855e+00,-6.791592389345169067e-02,1.166759897023439407e-02,4.275268018245697021e-01,1.542745113372802734e+00,4.209330305457115173e-02,1.081406176090240479e-01,-1.771459728479385376e-02,2.934325635433197021e-01,5.339668989181518555e-01,3.379918813705444336e+00,-1.472610398195683956e-03,-2.868815325200557709e-02
1.500583887100219727e+00,-5.286084860563278198e-02,-1.628133468329906464e-02,3.454355001449584961e-01,1.266464233398437500e+00,1.784044057130813599e-01,1.414417624473571777e-01,1.151003688573837280e-02,2.705142199993133545e-01,1.360485196113586426e+00,4.221379280090332031e+00,-7.839947007596492767e-03,-1.227163057774305344e-02
1.455334782600402832e+00,-8.239924907684326172e-03,-6.009957287460565567e-03,5.051116943359375000e-01,1.653504133224487305e+00,7.435481250286102295e-02,-9.099233150482177734e-02,-2.162294695153832436e-03,3.020264804363250732e-01,9.634103775024414062e-01,4.405917167663574219e+00,-5.136160179972648621e-02,5.208662524819374084e-02
1.465133786201477051e+00,-3.981334716081619263e-02,7.921057753264904022e-03,5.612190961837768555e-01,1.603286504745483398e+00,1.703586131334304810e-01,1.186499893665313721e-01,-2.541732601821422577e-02,3.001929819583892822e-01,8.654502630233764648e-01,4.113075256347656250e+00,-4.336054995656013489e-02,5.338316783308982849e-02
1.471243739128112793e+00,-3.759184107184410095e-02,-1.143067236989736557e-02,3.034718632698059082e-01,6.629850864410400391e-01,-2.127346396446228027e-02,5.584090575575828552e-02,1.530088484287261963e-02,3.447030186653137207e-01,7.585608363151550293e-01,3.387673854827880859e+00,-1.478213234804570675e-03,-8.044662536121904850e-04
1.546563267707824707e+00,-7.294001430273056030e-02,-2.813473576679825783e-03,4.673265218734741211e-01,1.429896593093872070e+00,1.037491019815206528e-02,4.591436684131622314e-02,1.556291989982128143e-02,3.200035095214843750e-01,7.667253613471984863e-01,3.746878147125244141e+00,-3.051360882818698883e-02,-2.605503052473068237e-02
1.506704211235046387e+00,-5.686150863766670227e-02,1.752061210572719574e-02,3.114482760429382324e-01,1.476480007171630859e+00,7.341265678405761719e-02,4.011732712388038635e-02,2.894847095012664795e-02,2.786135077476501465e-01,9.906304478645324707e-01,4.157125473022460938e+00,-2.162911556661128998e-02,-1.157656405121088028e-02
1.496016025543212891e+00,-6.870114803314208984e-02,-2.581064589321613312e-02,3.082371950149536133e-01,1.261669635772705078e+00,4.719511419534683228e-02,6.563211232423782349e-02,-2.004924789071083069e-02,3.238658010959625244e-01,1.298881411552429199e+00,4.632668018341064453e+00,1.601452752947807312e-02,-3.377494215965270996e-02
1.460278868675231934e+00,-4.374067857861518860e-02,-1.387549564242362976e-02,4.564010798931121826e-01,1.586738586425781250e+00,7.245336472988128662e-02,-6.272144615650177002e-02,-3.970640152692794800e-02,2.953373789787292480e-01,9.358345866203308105e-01,3.771154642105102539e+00,-3.934793919324874878e-02,7.475417852401733398e-02
1.505331397056579590e+00,-6.475413590669631958e-02,5.682203918695449829e-02,3.905676007270812988e-01,1.322446346282958984e+00,1.125156134366989136e-01,1.174385286867618561e-02,1.176118291914463043e-02,2.764363884925842285e-01,1.111809492111206055e+00,4.760407924652099609e+00,-6.033031642436981201e-02,2.312665805220603943e-02
1.477596521377563477e+00,-2.783211506903171539e-02,3.086109086871147156e-02,4.509460330009460449e-01,1.590369462966918945e+00,1.220323890447616577e-01,2.327373474836349487e-01,2.115968614816665649e-02,2.918792963027954102e-01,1.080939888954162598e+00,4.390044689178466797e+00,-8.254080265760421753e-02,2.459612675011157990e-02
1.514284968376159668e+00,-4.250707104802131653e-02,2.696154639124870300e-02,4.010976552963256836e-01,1.346753597259521484e+00,2.794961072504520416e-02,1.326493918895721436e-01,-8.448004722595214844e-03,2.687925696372985840e-01,7.391753792762756348e-01,3.979699373245239258e+00,-6.381997466087341309e-02,7.746326271444559097e-03
1.503458023071289062e+00,-5.414826050400733948e-02,-5.778137594461441040e-03,3.401658833026885986e-01,1.477169513702392578e+00,-9.475455433130264282e-02,5.366193130612373352e-02,-1.410059258341789246e-02,3.147429227828979492e-01,1.079408407211303711e+00,4.632655143737792969e+00,-7.087767869234085083e-02,-6.950783729553222656e-02
1.498396992683410645e+00,-6.319912523031234741e-02,1.226712111383676529e-02,3.532964587211608887e-01,1.099183797836303711e+00,1.368615627288818359e-01,5.021182820200920105e-02,4.847327992320060730e-02,3.057331740856170654e-01,1.270818352699279785e+00,4.620530128479003906e+00,6.152720889076590538e-04,-1.107718348503112793e-01
1.502527594566345215e+00,-5.256292596459388733e-02,2.910026907920837402e-02,3.945544064044952393e-01,1.562956094741821289e+00,2.501403912901878357e-02,7.160102576017379761e-02,3.898530453443527222e-02,2.782123386859893799e-01,9.796760678291320801e-01,4.461810588836669922e+00,-6.506057083606719971e-02,-1.379885803908109665e-02
1.445094943046569824e+00,-4.095388948917388916e-02,-2.716863714158535004e-02,4.687046706676483154e-01,1.462809324264526367e+00,4.222833365201950073e-02,-1.051847860217094421e-01,-1.458090916275978088e-02,3.148255646228790283e-01,8.233488202095031738e-01,3.730243206024169922e+00,-2.193996682763099670e-02,-3.004005737602710724e-02
1.534835219383239746e+00,-5.062014237046241760e-02,-1.918107829988002777e-02,3.038358986377716064e-01,9.324117898941040039e-01,1.722056716680526733e-01,4.992990195751190186e-02,1.178479567170143127e-02,2.963661253452301025e-01,1.395055413246154785e+00,4.798198699951171875e+00,-1.165959145873785019e-02,-2.311159484088420868e-02
1.482663273811340332e+00,-1.122580282390117645e-02,4.957404918968677521e-03,4.223279654979705811e-01,1.152125358581542969e+00,1.178203076124191284e-01,2.920128032565116882e-02,2.473809011280536652e-02,3.131792843341827393e-01,1.006711125373840332e+00,4.669104099273681641e+00,-1.270261257886886597e-01,2.169495075941085815e-02
1.495542645454406738e+00,-7.032404839992523193e-02,3.030618652701377869e-02,4.641037285327911377e-01,1.518877267837524414e+00,-8.342956006526947021e-02,4.001846909523010254e-02,-5.587178282439708710e-03,3.274843692779541016e-01,8.816732168197631836e-01,4.033761978149414062e+00,1.160583179444074631e-02,-1.332319248467683792e-02
1.504931330680847168e+00,-7.995989918708801270e-02,-1.537657715380191803e-02,5.565049648284912109e-01,1.768593549728393555e+00,6.231734901666641235e-02,1.729259788990020752e-01,-1.173480600118637085e-02,2.817731797695159912e-01,7.121586799621582031e-01,4.122759819030761719e+00,-5.234163999557495117e-02,3.064859658479690552e-02
1.512738347053527832e+00,-5.931247025728225708e-02,7.155883591622114182e-03,3.402160406112670898e-01,1.136784315109252930e+00,2.458919435739517212e-01,8.070047944784164429e-02,3.494529053568840027e-02,2.852283716201782227e-01,1.081713438034057617e+00,4.414458274841308594e+00,-5.781544744968414307e-02,-1.032801494002342224e-01
1.524407505989074707e+00,-4.129322990775108337e-02,-1.109655853360891342e-02,2.622310221195220947e-01,5.907490849494934082e-01,8.141747862100601196e-02,1.388350278139114380e-01,2.529218420386314392e-02,2.825964987277984619e-01,1.025271296501159668e+00,3.998802423477172852e+00,-2.217183075845241547e-02,5.286945030093193054e-02
1.478294014930725098e+00,-2.413093298673629761e-02,-3.518809564411640167e-03,4.495397806167602539e-01,1.330191373825073242e+00,1.386611908674240112e-01,5.126886442303657532e-02,4.963203892111778259e-02,2.831777632236480713e-01,8.879068493843078613e-01,3.804242372512817383e+00,5.466121714562177658e-03,-4.875060915946960449e-02
1.526478886604309082e+00,-5.437098443508148193e-02,4.042049404233694077e-04,4.451312720775604248e-01,1.326358318328857422e+00,-1.815120503306388855e-02,2.282103747129440308e-01,2.211450133472681046e-03,2.810014188289642334e-01,8.231130242347717285e-01,3.047628879547119141e+00,-6.605122238397598267e-02,-3.991405479609966278e-03
1.485368609428405762e+00,-6.840874254703521729e-02,5.853769183158874512e-02,3.242592811584472656e-01,7.675061225891113281e-01,4.998170584440231323e-02,2.139607220888137817e-01,1.022027712315320969e-02,3.048135340213775635e-01,8.838624954223632812e-01,3.541132211685180664e+00,-6.735922396183013916e-02,-1.892575249075889587e-02
1.478027939796447754e+00,-4.779533296823501587e-02,2.362627722322940826e-02,4.071672558784484863e-01,1.435127258300781250e+00,1.456868350505828857e-01,2.246128208935260773e-02,-2.409864217042922974e-03,2.754433453083038330e-01,1.353110790252685547e+00,4.342193126678466797e+00,-6.004130467772483826e-02,4.207999631762504578e-02
1.508126616477966309e+00,-8.865187317132949829e-02,-1.169365923851728439e-02,5.944326519966125488e-01,1.889916181564331055e+00,6.398386508226394653e-02,1.374656241387128830e-02,5.024257581681013107e-03,2.778436839580535889e-01,1.056642055511474609e+00,4.712983131408691406e+00,-5.831523239612579346e-02,-1.710192998871207237e-03
1.496660351753234863e+00,-9.502189606428146362e-02,-1.026606373488903046e-02,3.268564641475677490e-01,1.060423016548156738e+00,3.321869298815727234e-02,-8.510554209351539612e-03,2.060109004378318787e-02,2.933816015720367432e-01,7.393772602081298828e-01,3.705330133438110352e+00,-5.483425687998533249e-03,2.557933097705245018e-03
1.491882562637329102e+00,-6.169250607490539551e-02,-3.070906177163124084e-02,2.729014158248901367e-01,7.022216320037841797e-01,-3.513639420270919800e-02,4.850291833281517029e-02,-2.373532578349113464e-02,3.123028874397277832e-01,7.084445953369140625e-01,2.757084846496582031e+00,-3.402597457170486450e-02,4.425330460071563721e-02
1.527215838432312012e+00,-7.457017898559570312e-02,-3.654190152883529663e-02,4.877577424049377441e-01,1.540003061294555664e+00,-8.133748546242713928e-03,1.529856026172637939e-01,-3.366212546825408936e-02,2.794512510299682617e-01,8.809851408004760742e-01,3.705773591995239258e+00,-1.066852137446403503e-01,3.053622692823410034e-02
1.515505909919738770e+00,-4.461603239178657532e-02,1.651583425700664520e-02,3.460121452808380127e-01,8.157711625099182129e-01,-4.375501722097396851e-02,-3.590467572212219238e-02,2.317237854003906250e-02,2.952007353305816650e-01,1.243608355522155762e+00,4.746455192565917969e+00,-8.507855981588363647e-02,-1.198881864547729492e-02
1.520198225975036621e+00,-3.472881019115447998e-02,-9.241899475455284119e-03,4.582583606243133545e-01,1.843261241912841797e+00,1.676381379365921021e-02,-3.886657953262329102e-02,2.300949953496456146e-02,2.930861711502075195e-01,8.666935563087463379e-01,4.243217468261718750e+00,-7.519686967134475708e-02,3.471924364566802979e-02
1.484814524650573730e+00,-5.544341355562210083e-02,-5.159999430179595947e-02,6.046543121337890625e-01,1.703604459762573242e+00,-4.797772504389286041e-03,-7.839740812778472900e-02,-1.499928068369626999e-02,3.067381680011749268e-01,5.321799516677856445e-01,3.207964420318603516e+00,-5.274859070777893066e-02,2.554711326956748962e-02
1.492904067039489746e+00,-3.176587820053100586e-02,-6.042682798579335213e-04,4.487530589103698730e-01,1.574224710464477539e+00,9.351765364408493042e-02,2.828266918659210205e-01,2.050082758069038391e-02,2.739551961421966553e-01,8.025948405265808105e-01,3.668872594833374023e+00,2.498048823326826096e-03,-5.422361195087432861e-02
1.495059370994567871e+00,-5.166459456086158752e-02,-6.247159559279680252e-03,3.292505443096160889e-01,1.393876314163208008e+00,-1.532650319859385490e-03,1.774961203336715698e-01,5.119649320840835571e-02,2.910549640655517578e-01,1.146837592124938965e+00,4.192455768585205078e+00,-6.761383265256881714e-02,7.553664036095142365e-03
1.509240031242370605e+00,-4.337803274393081665e-02,-2.539248205721378326e-02,3.456288576126098633e-01,9.706362485885620117e-01,1.632530987262725830e-01,-5.501283332705497742e-02,-2.881643548607826233e-02,2.826047837734222412e-01,1.103972434997558594e+00,3.895243644714355469e+00,-1.457903981208801270e-01,-1.553841959685087204e-02
1.515659689903259277e+00,-7.024874538183212280e-02,1.496370881795883179e-02,5.652813315391540527e-01,2.078599452972412109e+00,-2.093502692878246307e-02,1.938022971153259277e-01,-3.286946821390301920e-06,3.030499517917633057e-01,8.813476562500000000e-01,4.046629905700683594e+00,-5.383719131350517273e-02,9.528249502182006836e-03
1.537486433982849121e+00,-7.907569408416748047e-02,3.246745327487587929e-03,3.790596127510070801e-01,1.497917652130126953e+00,-3.244590014219284058e-02,-5.930625647306442261e-02,-7.318835705518722534e-03,3.161526322364807129e-01,1.011653304100036621e+00,3.890161752700805664e+00,-6.778477132320404053e-02,-4.134051129221916199e-02
1.498829960823059082e+00,-6.192233413457870483e-02,1.871177740395069122e-02,3.258168697357177734e-01,1.479046106338500977e+00,1.823522336781024933e-02,1.036564633250236511e-01,7.805994711816310883e-03,3.373777270317077637e-01,9.797309637069702148e-01,3.818580150604248047e+00,-5.742736160755157471e-02,4.834112524986267090e-02
1.515894293785095215e+00,-6.508995592594146729e-02,4.712286405265331268e-03,2.745479643344879150e-01,1.171688079833984375e+00,-3.179598227143287659e-02,1.646335870027542114e-01,-1.901490241289138794e-02,3.098687529563903809e-01,9.437544345855712891e-01,4.071345806121826172e+00,-1.052954979240894318e-02,-4.273716360330581665e-02
1.499324202537536621e+00,-2.338237129151821136e-02,4.771413747221231461e-03,3.148556649684906006e-01,1.277404189109802246e+00,2.151829749345779419e-02,-4.501507431268692017e-02,-1.972896605730056763e-02,2.882350981235504150e-01,9.114346504211425781e-01,3.395425796508789062e+00,-3.179188445210456848e-02,-7.470633834600448608e-02
1.493691086769104004e+00,-5.447673797607421875e-02,6.196544971317052841e-03,3.883622288703918457e-01,1.015502452850341797e+00,-5.173206329345703125e-02,-8.190528303384780884e-02,-1.656064065173268318e-03,2.922573983669281006e-01,8.127053380012512207e-01,3.660008907318115234e+00,-8.878880739212036133e-02,1.419064681977033615e-02
1.505088925361633301e+00,-4.682559520006179810e-02,3.199357539415359497e-02,3.455025851726531982e-01,1.271106123924255371e+00,-8.117735385894775391e-02,-4.020963236689567566e-02,1.378936972469091415e-02,3.296968638896942139e-01,1.328495979309082031e+00,5.000715255737304688e+00,-9.548250585794448853e-03,-3.957334160804748535e-02
1.506876587867736816e+00,-6.300552189350128174e-02,1.576770283281803131e-02,2.824444472789764404e-01,1.234890222549438477e+00,2.449460094794631004e-03,7.821058481931686401e-02,-1.775130070745944977e-02,3.120189309120178223e-01,1.062144041061401367e+00,2.882339954376220703e+00,-6.053813546895980835e-02,1.659102551639080048e-02
1.519902110099792480e+00,-7.634306699037551880e-02,-4.035933688282966614e-02,4.326595962047576904e-01,1.572733640670776367e+00,-3.604982048273086548e-02,1.975136063992977142e-02,-2.921534888446331024e-02,3.245382606983184814e-01,1.145591735839843750e+00,4.675544738769531250e+00,-7.254352420568466187e-02,1.188631821423768997e-02
1.488742709159851074e+00,-7.119327783584594727e-02,1.397387403994798660e-02,5.587277412414550781e-01,1.813402652740478516e+00,-9.640474803745746613e-03,7.240417599678039551e-02,2.918770164251327515e-02,3.240742385387420654e-01,9.421900510787963867e-01,4.771304130554199219e+00,-5.820830166339874268e-02,4.406788945198059082e-02
1.461626887321472168e+00,-3.433843329548835754e-02,-4.717642907053232193e-03,4.667069315910339355e-01,1.439952850341796875e+00,1.330214142799377441e-01,5.907853692770004272e-02,1.605105213820934296e-02,2.945046722888946533e-01,7.492291927337646484e-01,4.059712886810302734e+00,-1.282261591404676437e-02,-3.765321150422096252e-02
1.494141101837158203e+00,-6.253074854612350464e-02,-1.193810719996690750e-02,4.562613666057586670e-01,1.545782089233398438e+00,1.316629350185394287e-01,3.203013539314270020e-02,-1.984910340979695320e-03,2.618318796157836914e-01,6.700475811958312988e-01,3.454300642013549805e+00,-2.686796151101589203e-02,4.688750579953193665e-02
1.546783089637756348e+00,-5.100563541054725647e-02,-5.435417219996452332e-02,2.368777841329574585e-01,7.895482778549194336e-01,3.546937601640820503e-03,-3.600817546248435974e-02,-2.405736781656742096e-02,2.841951549053192139e-01,9.799284338951110840e-01,3.617373704910278320e+00,-9.413477033376693726e-02,-1.015232875943183899e-02
1.464904427528381348e+00,-5.845781415700912476e-02,-3.792465105652809143e-02,3.850187957286834717e-01,1.397629261016845703e+00,-2.891736337915062904e-03,1.058223024010658264e-01,-2.622358873486518860e-02,3.282487094402313232e-01,1.271702289581298828e+00,4.338154315948486328e+00,-1.757271587848663330e-02,3.447184711694717407e-02
1.499577164649963379e+00,-5.502033233642578125e-02,-3.027523681521415710e-02,3.079912960529327393e-01,6.735656261444091797e-01,2.117471955716609955e-02,6.876218318939208984e-02,-4.466053470969200134e-02,3.107403516769409180e-01,8.277667164802551270e-01,3.949589490890502930e+00,-5.937882140278816223e-02,-3.357819467782974243e-02
1.538494110107421875e+00,-4.699372127652168274e-02,4.464974161237478256e-03,4.264521002769470215e-01,1.125011920928955078e+00,9.515812247991561890e-02,-5.518840253353118896e-02,3.068458754569292068e-03,2.884607315063476562e-01,7.452185750007629395e-01,3.281918764114379883e+00,-5.324385687708854675e-02,-3.088690899312496185e-02
1.517184138298034668e+00,-2.850264497101306915e-02,-1.488869544118642807e-02,2.494737803936004639e-01,5.962911844253540039e-01,1.645738333463668823e-01,1.284179463982582092e-02,-3.901183232665061951e-02,2.719200849533081055e-01,9.985995888710021973e-01,3.849684953689575195e+00,-8.308414369821548462e-02,-1.075824256986379623e-02
1.447143197059631348e+00,-3.294528275728225708e-02,4.733086563646793365e-03,4.323792755603790283e-01,1.379407167434692383e+00,9.382820688188076019e-03,9.330599009990692139e-02,3.743689134716987610e-02,3.218000531196594238e-01,8.304154872894287109e-01,3.870291948318481445e+00,-1.438522944226861000e-03,-1.009656023234128952e-02
