# theta_E,gamma1,gamma2,source_x,source_y
1.178641080856323242e+00,7.457350194454193115e-02,-4.500702023506164551e-02,1.043796539306640625e-02,3.780454397201538086e-03
1.256659030914306641e+00,7.247973978519439697e-02,-3.838203847408294678e-02,7.261306047439575195e-03,9.127914905548095703e-03
1.242045521736145020e+00,7.103089988231658936e-02,-4.192952811717987061e-02,9.834736585617065430e-03,-6.854951381683349609e-03
1.261740446090698242e+00,6.676177680492401123e-02,-3.339615464210510254e-02,8.721053600311279297e-04,-1.450142264366149902e-02
1.167877793312072754e+00,8.823363482952117920e-02,-4.949203133583068848e-02,-2.310037612915039062e-03,2.318441867828369141e-03
1.179953336715698242e+00,5.688060820102691650e-02,-2.971388399600982666e-02,-4.765331745147705078e-03,-9.747207164764404297e-03
1.155158877372741699e+00,6.747318804264068604e-02,-3.756745159626007080e-02,8.614867925643920898e-03,3.398656845092773438e-03
1.221719503402709961e+00,4.377809166908264160e-02,-2.130940556526184082e-02,-1.567959785461425781e-03,-1.131141185760498047e-02
1.248558163642883301e+00,6.670515239238739014e-02,-2.814340591430664062e-02,-5.170643329620361328e-03,-9.773463010787963867e-03
1.206930518150329590e+00,9.102199971675872803e-02,-4.880788922309875488e-02,-4.999428987503051758e-03,-7.950335741043090820e-03
1.201533555984497070e+00,4.807850718498229980e-02,-1.812611520290374756e-02,5.350857973098754883e-03,-1.401662826538085938e-03
1.232052087783813477e+00,7.661165297031402588e-02,-3.626851737499237061e-02,-8.291751146316528320e-03,-1.174703240394592285e-02
1.186956048011779785e+00,6.054802238941192627e-02,-3.117059171199798584e-02,6.739109754562377930e-03,-1.246222853660583496e-02
1.154645681381225586e+00,6.311668455600738525e-02,-3.624913096427917480e-02,8.289217948913574219e-04,1.157289743423461914e-02
1.216933608055114746e+00,5.744083225727081299e-02,-3.425957262516021729e-02,1.064866781234741211e-03,-1.430338621139526367e-02
1.205680608749389648e+00,4.652781784534454346e-02,-1.679751276969909668e-02,-1.511991024017333984e-03,1.063346862792968750e-03
1.209673643112182617e+00,7.179473340511322021e-02,-2.906896173954010010e-02,-5.656957626342773438e-03,5.138337612152099609e-03
1.232840299606323242e+00,5.876003205776214600e-02,-3.404021263122558594e-02,-3.737717866897583008e-03,1.038822531700134277e-02
1.228962898254394531e+00,8.432583510875701904e-02,-4.867823421955108643e-02,1.383283734321594238e-02,-3.427982330322265625e-03
1.158511877059936523e+00,5.463863909244537354e-02,-2.896361052989959717e-02,9.334743022918701172e-03,3.788471221923828125e-04
1.226247310638427734e+00,9.631125628948211670e-02,-4.385477304458618164e-02,3.335386514663696289e-03,4.875242710113525391e-03
1.205074071884155273e+00,7.708026468753814697e-02,-4.219812154769897461e-02,-4.412561655044555664e-03,-1.213139295578002930e-02
1.203056216239929199e+00,8.146093785762786865e-02,-4.527850449085235596e-02,9.120374917984008789e-03,1.506775617599487305e-02
1.204205751419067383e+00,9.296442568302154541e-02,-4.712824523448944092e-02,1.032760739326477051e-02,4.928141832351684570e-03
1.210424542427062988e+00,3.420619666576385498e-02,-2.366572618484497070e-02,1.311957836151123047e-03,-7.137358188629150391e-04
1.198185205459594727e+00,8.668576180934906006e-02,-5.189956724643707275e-02,-4.634886980056762695e-03,-1.553654670715332031e-03
1.199098348617553711e+00,8.358646929264068604e-02,-4.957348108291625977e-02,4.399836063385009766e-03,-2.919107675552368164e-03
1.156777858734130859e+00,5.675150454044342041e-02,-3.474858403205871582e-02,5.192071199417114258e-03,7.577717304229736328e-03
1.192645549774169922e+00,8.550594747066497803e-02,-4.963073134422302246e-02,6.289303302764892578e-03,-1.281192898750305176e-02
1.166735172271728516e+00,6.158019602298736572e-02,-3.208759427070617676e-02,1.192027330398559570e-02,3.548204898834228516e-03
1.166504144668579102e+00,6.508804857730865479e-02,-3.444455564022064209e-02,-3.192096948623657227e-03,-9.478121995925903320e-03
1.192096352577209473e+00,4.863636195659637451e-02,-2.307382225990295410e-02,6.594836711883544922e-03,-1.025247573852539062e-02
1.236884593963623047e+00,6.881003081798553467e-02,-3.411495685577392578e-02,1.399153470993041992e-02,7.605493068695068359e-03
1.187343955039978027e+00,7.330690324306488037e-02,-3.147974610328674316e-02,-6.290346384048461914e-03,-7.348060607910156250e-04
1.259344577789306641e+00,6.164459884166717529e-02,-3.123006224632263184e-02,2.959579229354858398e-03,8.940547704696655273e-03
1.148881912231445312e+00,6.036604940891265869e-02,-3.248979151248931885e-02,1.015934348106384277e-02,2.862840890884399414e-03
1.179590344429016113e+00,7.035107910633087158e-02,-2.842739224433898926e-02,-2.815872430801391602e-03,-9.117662906646728516e-03
1.168744564056396484e+00,8.350403606891632080e-02,-4.471160471439361572e-02,2.428591251373291016e-03,-5.141586065292358398e-03
1.210873484611511230e+00,8.576346933841705322e-02,-4.069833457469940186e-02,-4.312634468078613281e-03,1.028075814247131348e-02
1.196815729141235352e+00,6.398211419582366943e-02,-3.677619993686676025e-02,-7.304906845092773438e-03,-3.457307815551757812e-03
1.224121332168579102e+00,8.406735956668853760e-02,-4.433353245258331299e-02,-4.871726036071777344e-03,-8.890241384506225586e-03
1.151839256286621094e+00,6.516365706920623779e-02,-3.104734420776367188e-02,4.767030477523803711e-03,-7.140100002288818359e-03
1.251532077789306641e+00,6.623508036136627197e-02,-3.090429306030273438e-02,-4.371404647827148438e-03,5.517631769180297852e-03
1.221207857131958008e+00,6.122644245624542236e-02,-2.531950175762176514e-02,4.543006420135498047e-03,-1.172366738319396973e-02
1.231474637985229492e+00,2.759079635143280029e-02,-1.226231455802917480e-02,2.341628074645996094e-03,-3.044992685317993164e-03
1.184675216674804688e+00,8.846022188663482666e-02,-5.212846398353576660e-02,8.526504039764404297e-03,1.014524698257446289e-02
1.174862384796142578e+00,5.317731201648712158e-02,-2.727442979812622070e-02,6.665617227554321289e-03,1.452118158340454102e-02
1.214057683944702148e+00,9.513090550899505615e-02,-4.049819707870483398e-02,1.994460821151733398e-03,-6.561249494552612305e-03
1.209521293640136719e+00,9.215869009494781494e-02,-4.905168712139129639e-02,-1.724809408187866211e-03,2.311468124389648438e-03
1.211604356765747070e+00,4.554858803749084473e-02,-1.734872162342071533e-02,2.182364463806152344e-03,-2.997249364852905273e-03
1.209592700004577637e+00,9.635810554027557373e-02,-4.445080459117889404e-02,-6.973266601562500000e-03,2.778172492980957031e-04
1.254771590232849121e+00,7.335187494754791260e-02,-3.683160245418548584e-02,2.375155687332153320e-03,8.437842130661010742e-03
1.224620103836059570e+00,5.296541750431060791e-02,-3.402437269687652588e-02,1.778006553649902344e-04,-8.643805980682373047e-03
1.137829184532165527e+00,5.078478157520294189e-02,-2.383446693420410156e-02,-3.591179847717285156e-04,-4.004389047622680664e-03
1.192809104919433594e+00,8.747957646846771240e-02,-3.806999325752258301e-02,-3.117918968200683594e-04,2.586185932159423828e-03
1.218906641006469727e+00,9.386201202869415283e-02,-4.254995286464691162e-02,1.810550689697265625e-03,3.939419984817504883e-03
1.250244617462158203e+00,7.013805210590362549e-02,-2.828334271907806396e-02,5.384296178817749023e-03,-1.002043485641479492e-03
1.257767438888549805e+00,7.818426191806793213e-02,-4.316633939743041992e-02,-5.444288253784179688e-03,-1.395881175994873047e-03
1.215196490287780762e+00,8.389903604984283447e-02,-3.453120589256286621e-02,7.379591464996337891e-03,2.674400806427001953e-03
1.226028084754943848e+00,8.040969073772430420e-02,-4.736424982547760010e-02,-5.398720502853393555e-03,-5.548775196075439453e-03
1.206885814666748047e+00,7.921145856380462646e-02,-3.401327133178710938e-02,2.434551715850830078e-03,1.118674874305725098e-02
1.235162734985351562e+00,8.337821066379547119e-02,-4.888625442981719971e-02,4.957288503646850586e-03,6.211161613464355469e-03
1.273652553558349609e+00,6.429184973239898682e-02,-3.203807771205902100e-02,1.111298799514770508e-03,-2.460896968841552734e-03
1.225103616714477539e+00,7.133947312831878662e-02,-3.077277541160583496e-02,-9.339988231658935547e-03,-2.983927726745605469e-03
1.252653479576110840e+00,7.288502156734466553e-02,-3.469738364219665527e-02,1.156994700431823730e-02,2.118617296218872070e-03
1.205615282058715820e+00,8.060507476329803467e-02,-3.633877635002136230e-02,-4.151076078414916992e-03,9.640246629714965820e-03
1.172240257263183594e+00,8.414305746555328369e-02,-4.649306833744049072e-02,5.642652511596679688e-03,2.198994159698486328e-03
1.197780609130859375e+00,8.525292575359344482e-02,-4.679590463638305664e-02,3.981471061706542969e-03,1.766678690910339355e-02
1.224609136581420898e+00,7.812441885471343994e-02,-3.316950798034667969e-02,-6.275147199630737305e-03,-8.736222982406616211e-03
1.238728046417236328e+00,7.840336859226226807e-02,-4.357661306858062744e-02,-6.677359342575073242e-03,-4.860401153564453125e-03
1.241732358932495117e+00,8.582352101802825928e-02,-4.680490493774414062e-02,1.060363650321960449e-02,2.897679805755615234e-03
1.173195123672485352e+00,7.456897199153900146e-02,-3.382378816604614258e-02,8.494615554809570312e-03,1.029074192047119141e-03
1.252488970756530762e+00,5.823375284671783447e-02,-2.850845456123352051e-02,4.493743181228637695e-03,9.729206562042236328e-03
1.208896040916442871e+00,4.434171319007873535e-02,-2.378979325294494629e-02,9.353518486022949219e-03,8.413255214691162109e-03
1.242237806320190430e+00,8.144901692867279053e-02,-4.133957624435424805e-02,-7.938921451568603516e-03,-8.179157972335815430e-03
1.204979419708251953e+00,6.373567879199981689e-02,-3.272855281829833984e-02,1.413142681121826172e-02,9.952217340469360352e-03
1.233057022094726562e+00,7.090194523334503174e-02,-3.202787041664123535e-02,-4.726350307464599609e-03,-1.609349250793457031e-02
1.192039489746093750e+00,8.346675336360931396e-02,-4.682515561580657959e-02,-4.391700029373168945e-03,6.533205509185791016e-03
1.196985006332397461e+00,7.303635776042938232e-02,-3.353218734264373779e-02,-9.571135044097900391e-03,-6.349563598632812500e-03
1.198156118392944336e+00,1.000329703092575073e-01,-4.895475506782531738e-02,1.890003681182861328e-03,-7.583230733871459961e-03
1.223050117492675781e+00,7.624234259128570557e-02,-3.670698404312133789e-02,1.046684384346008301e-02,1.720997691154479980e-02
1.245629549026489258e+00,8.667136728763580322e-02,-3.943747282028198242e-02,-1.248449087142944336e-03,9.712666273117065430e-03
1.228837251663208008e+00,6.178928911685943604e-02,-2.638925611972808838e-02,-3.166049718856811523e-03,6.256729364395141602e-03
1.236470460891723633e+00,3.272978961467742920e-02,-2.148474752902984619e-02,4.052400588989257812e-03,5.398809909820556641e-03
1.191005587577819824e+00,6.841726601123809814e-02,-3.147622942924499512e-02,1.124313473701477051e-02,4.609167575836181641e-03
1.233724594116210938e+00,8.141161501407623291e-02,-4.229545593261718750e-02,-8.973479270935058594e-04,1.707085967063903809e-02
1.152207493782043457e+00,3.751754760742187500e-02,-1.558887958526611328e-02,1.423776149749755859e-03,2.581924200057983398e-03
1.197722434997558594e+00,8.522884547710418701e-02,-4.516497254371643066e-02,-5.765199661254882812e-03,9.670376777648925781e-03
1.159501552581787109e+00,4.779787361621856689e-02,-2.750810980796813965e-02,3.680497407913208008e-03,-8.880585432052612305e-03
1.163526296615600586e+00,5.874745547771453857e-02,-3.686285018920898438e-02,3.042191267013549805e-03,-2.659648656845092773e-03
1.203165769577026367e+00,9.860204160213470459e-02,-5.246911942958831787e-02,9.131431579589843750e-04,-9.854435920715332031e-04
1.198490381240844727e+00,8.850832283496856689e-02,-3.784376382827758789e-02,-2.222687005996704102e-03,-1.254078745841979980e-02
1.199027538299560547e+00,8.594410121440887451e-02,-3.805479407310485840e-02,-2.945750951766967773e-03,1.195645332336425781e-02
1.201988577842712402e+00,7.529132068157196045e-02,-4.043716192245483398e-02,1.991629600524902344e-03,1.893681287765502930e-02
1.171054124832153320e+00,4.015477001667022705e-02,-2.165628969669342041e-02,-5.275994539260864258e-03,1.366645097732543945e-03
1.184221744537353516e+00,9.375043213367462158e-02,-4.284632205963134766e-02,-1.867115497589111328e-03,-3.326743841171264648e-03
1.220576524734497070e+00,8.426548540592193604e-02,-3.996069729328155518e-02,-9.336173534393310547e-03,-1.155754923820495605e-02
1.211549758911132812e+00,9.322281181812286377e-02,-4.085683822631835938e-02,8.324563503265380859e-03,-1.430094242095947266e-03
1.168184995651245117e+00,8.985798060894012451e-02,-4.822152853012084961e-02,1.036906242370605469e-02,3.685563802719116211e-03
1.206477284431457520e+00,6.863386929035186768e-02,-3.467664122581481934e-02,-9.839534759521484375e-04,-1.805034279823303223e-02
1.236542582511901855e+00,7.274971902370452881e-02,-3.038445115089416504e-02,2.497166395187377930e-03,-1.068788766860961914e-02
1.211784243583679199e+00,7.924024760723114014e-02,-3.207656741142272949e-02,-4.895359277725219727e-03,-7.200509309768676758e-03
1.165536403656005859e+00,5.040745437145233154e-02,-3.128494322299957275e-02,8.907586336135864258e-03,2.601057291030883789e-03
1.194942116737365723e+00,6.804440915584564209e-02,-3.085276484489440918e-02,-9.213060140609741211e-03,-7.224559783935546875e-03
1.211982965469360352e+00,6.998850405216217041e-02,-3.914064168930053711e-02,-6.334632635116577148e-03,5.829930305480957031e-03
1.190232157707214355e+00,5.708865821361541748e-02,-2.905005216598510742e-02,9.625703096389770508e-03,1.228350400924682617e-02
1.239087820053100586e+00,7.821120321750640869e-02,-4.292780160903930664e-02,1.277291774749755859e-02,7.512867450714111328e-03
1.241227388381958008e+00,7.354818284511566162e-02,-3.044518828392028809e-02,4.165768623352050781e-03,7.108449935913085938e-03
1.201944828033447266e+00,9.121425449848175049e-02,-4.154424369335174561e-02,-8.042037487030029297e-03,-5.459785461425781250e-05
1.211514234542846680e+00,6.577394902706146240e-02,-2.468560636043548584e-02,1.873672008514404297e-03,4.214853048324584961e-03
1.170068144798278809e+00,5.924846231937408447e-02,-3.681001067161560059e-02,7.990628480911254883e-03,-2.304047346115112305e-03
1.237444162368774414e+00,8.187009394168853760e-02,-4.477897286415100098e-02,-6.123930215835571289e-03,-3.745555877685546875e-04
1.234340190887451172e+00,9.255744516849517822e-02,-4.941543936729431152e-02,-4.263758659362792969e-03,-2.511471509933471680e-03
1.235950469970703125e+00,6.494550406932830811e-02,-4.201674461364746094e-02,5.334258079528808594e-03,-5.347490310668945312e-03
1.219396352767944336e+00,9.053529798984527588e-02,-4.252479970455169678e-02,-1.923024654388427734e-03,6.988286972045898438e-03
1.244182109832763672e+00,7.141129672527313232e-02,-3.595179319381713867e-02,3.978192806243896484e-03,1.501730084419250488e-02
1.251862764358520508e+00,8.367668092250823975e-02,-4.677334427833557129e-02,2.710223197937011719e-04,4.274904727935791016e-03
1.208129405975341797e+00,8.583290874958038330e-02,-3.609822690486907959e-02,1.869887113571166992e-03,5.761712789535522461e-03
1.249728679656982422e+00,7.906951010227203369e-02,-3.367224335670471191e-02,-5.563080310821533203e-03,-2.689957618713378906e-03
1.210821032524108887e+00,7.691515982151031494e-02,-3.823260962963104248e-02,1.195123791694641113e-02,-9.089887142181396484e-03
1.191256046295166016e+00,7.608528435230255127e-02,-3.139713406562805176e-02,9.429216384887695312e-03,3.387808799743652344e-03
1.225299715995788574e+00,9.011079370975494385e-02,-4.658603668212890625e-02,-1.539677381515502930e-03,8.597224950790405273e-03
1.186610817909240723e+00,4.135358333587646484e-02,-2.273648977279663086e-02,5.545854568481445312e-03,1.043033599853515625e-02
1.224134325981140137e+00,8.962275087833404541e-02,-4.487559199333190918e-02,-8.706748485565185547e-04,-1.404842734336853027e-02
1.247632026672363281e+00,7.264818251132965088e-02,-3.824616968631744385e-02,4.057586193084716797e-03,-1.339960098266601562e-02
1.156440138816833496e+00,6.044699251651763916e-02,-2.390772104263305664e-02,2.107918262481689453e-03,1.473486423492431641e-03
1.167526364326477051e+00,9.170763194561004639e-02,-4.490825533866882324e-02,2.615183591842651367e-03,8.806794881820678711e-03
1.217796802520751953e+00,9.087444841861724854e-02,-4.412278532981872559e-02,1.134559512138366699e-02,-6.494790315628051758e-03
1.235661149024963379e+00,8.308918774127960205e-02,-4.454991221427917480e-02,-7.708162069320678711e-03,-1.714825630187988281e-03
1.241239547729492188e+00,8.328060805797576904e-02,-4.329195618629455566e-02,-5.648791790008544922e-03,-1.024693250656127930e-02
1.174945592880249023e+00,6.704975664615631104e-02,-4.281188547611236572e-02,1.729249954223632812e-03,7.517665624618530273e-03
1.183939337730407715e+00,9.474812448024749756e-02,-5.405676364898681641e-02,6.119579076766967773e-03,1.256197690963745117e-03
1.252053976058959961e+00,7.382969558238983154e-02,-3.423973917961120605e-02,9.670108556747436523e-03,6.404995918273925781e-03
1.186427474021911621e+00,7.743231952190399170e-02,-3.297512233257293701e-02,-7.146388292312622070e-03,2.140402793884277344e-03
1.226362705230712891e+00,9.084253013134002686e-02,-4.023355245590209961e-02,-5.586355924606323242e-03,5.907893180847167969e-03
1.166986584663391113e+00,5.912975966930389404e-02,-3.289413452148437500e-02,5.986094474792480469e-04,-1.145511865615844727e-02
1.254678726196289062e+00,7.032667100429534912e-02,-3.681890666484832764e-02,1.300424337387084961e-02,5.123615264892578125e-03
1.184511661529541016e+00,5.067570507526397705e-02,-3.128249943256378174e-02,8.956223726272583008e-03,-4.560321569442749023e-03
1.190741300582885742e+00,4.389593005180358887e-02,-2.697078883647918701e-02,6.841897964477539062e-03,1.248884201049804688e-02
1.254100561141967773e+00,7.162319123744964600e-02,-4.158389568328857422e-02,9.803831577301025391e-03,3.115534782409667969e-03
1.259518504142761230e+00,8.247412741184234619e-02,-4.560966789722442627e-02,7.337778806686401367e-03,-2.287983894348144531e-03
1.192280054092407227e+00,4.720187187194824219e-02,-2.329364418983459473e-02,-7.380604743957519531e-03,1.989364624023437500e-03
1.263084173202514648e+00,5.437414348125457764e-02,-2.484738826751708984e-02,5.276322364807128906e-03,7.618784904479980469e-03
1.204100012779235840e+00,9.131415188312530518e-02,-5.334216356277465820e-02,4.280626773834228516e-03,3.445357084274291992e-03
1.263133883476257324e+00,6.711162626743316650e-02,-2.954199910163879395e-02,-1.166403293609619141e-03,5.203485488891601562e-05
1.221349239349365234e+00,5.708576738834381104e-02,-2.792596817016601562e-02,-7.982879877090454102e-03,-6.783425807952880859e-03
1.249607563018798828e+00,7.480050623416900635e-02,-3.261874616146087646e-02,6.378650665283203125e-03,-2.336710691452026367e-03
1.244840621948242188e+00,6.813560426235198975e-02,-3.005839884281158447e-02,2.970308065414428711e-03,1.104313135147094727e-02
1.254152774810791016e+00,7.565160095691680908e-02,-3.676113486289978027e-02,-4.165619611740112305e-03,-7.679909467697143555e-03
1.268644571304321289e+00,5.480526387691497803e-02,-2.983322739601135254e-02,5.113303661346435547e-03,5.151957273483276367e-03
1.160818696022033691e+00,4.514285922050476074e-02,-2.584952116012573242e-02,6.016224622726440430e-03,1.201304793357849121e-02
1.174532175064086914e+00,8.784313499927520752e-02,-4.123404622077941895e-02,-3.597587347030639648e-03,5.904585123062133789e-03
1.217636346817016602e+00,5.664683878421783447e-02,-3.426913917064666748e-02,1.157230138778686523e-02,-1.825273036956787109e-03
1.217421293258666992e+00,9.077344834804534912e-02,-4.853563010692596436e-02,-5.405843257904052734e-04,-8.841484785079956055e-03
1.168841481208801270e+00,8.115409314632415771e-02,-3.593844175338745117e-02,1.277416944503784180e-03,-1.163196563720703125e-02
1.194421887397766113e+00,6.290231645107269287e-02,-3.433053195476531982e-02,-1.677155494689941406e-03,1.447746157646179199e-02
1.206120252609252930e+00,7.765607535839080811e-02,-4.187282919883728027e-02,2.659618854522705078e-03,1.929113268852233887e-02
1.207985043525695801e+00,8.666436374187469482e-02,-4.263970255851745605e-02,3.906786441802978516e-03,-1.454135775566101074e-02
1.159556388854980469e+00,6.501670181751251221e-02,-2.923035621643066406e-02,-6.094545125961303711e-03,-8.274137973785400391e-03
1.263120174407958984e+00,7.202602922916412354e-02,-3.834545612335205078e-02,2.654552459716796875e-03,-7.921129465103149414e-03
1.174903750419616699e+00,6.912876665592193604e-02,-4.220864176750183105e-02,2.421438694000244141e-03,3.095984458923339844e-03
1.249605417251586914e+00,9.122289717197418213e-02,-4.685141146183013916e-02,2.052277326583862305e-03,1.994162797927856445e-03
1.184858441352844238e+00,9.240220487117767334e-02,-4.933394491672515869e-02,-1.846402883529663086e-03,1.140668988227844238e-02
1.200162649154663086e+00,1.009762436151504517e-01,-4.909129440784454346e-02,1.678764820098876953e-04,6.583213806152343750e-03
1.212188482284545898e+00,8.139310777187347412e-02,-4.786026477813720703e-02,-2.587735652923583984e-03,-9.184420108795166016e-03
1.196321487426757812e+00,8.817334473133087158e-02,-4.710897803306579590e-02,-5.018055438995361328e-03,7.144212722778320312e-03
1.190455436706542969e+00,6.581605970859527588e-02,-3.935635089874267578e-02,-4.803419113159179688e-03,-6.368279457092285156e-03
1.230287313461303711e+00,9.186936914920806885e-02,-4.362437129020690918e-02,6.154060363769531250e-03,5.638331174850463867e-03
1.220888376235961914e+00,8.607189357280731201e-02,-4.029530286788940430e-02,1.015433669090270996e-02,-4.424870014190673828e-03
1.254827022552490234e+00,8.503921329975128174e-02,-4.410578310489654541e-02,5.166411399841308594e-03,6.253361701965332031e-03
1.192354202270507812e+00,8.895705640316009521e-02,-4.566188156604766846e-02,3.965556621551513672e-03,1.701989769935607910e-02
1.215055942535400391e+00,7.658182084560394287e-02,-3.774502873420715332e-02,-8.487850427627563477e-03,-1.166111230850219727e-02
1.170816659927368164e+00,6.242002546787261963e-02,-2.643042802810668945e-02,-2.399176359176635742e-03,-7.611244916915893555e-03
1.211423754692077637e+00,9.325523674488067627e-02,-4.675245285034179688e-02,-6.226897239685058594e-04,-9.327232837677001953e-03
1.227216482162475586e+00,9.033386409282684326e-02,-5.119082331657409668e-02,1.021438837051391602e-02,5.741596221923828125e-03
1.178704023361206055e+00,8.520387113094329834e-02,-4.713630676269531250e-02,1.416113972663879395e-02,7.954865694046020508e-03
1.254502534866333008e+00,6.012828648090362549e-02,-3.016935288906097412e-02,-2.902239561080932617e-03,4.284888505935668945e-03
1.186702013015747070e+00,7.024051249027252197e-02,-3.281830251216888428e-02,1.102775335311889648e-03,1.572543382644653320e-02
1.221456766128540039e+00,9.757010638713836670e-02,-4.937733709812164307e-02,9.470671415328979492e-03,3.465652465820312500e-03
1.194622278213500977e+00,7.132188975811004639e-02,-2.953211963176727295e-02,8.784830570220947266e-03,8.056819438934326172e-03
1.153786182403564453e+00,5.615215003490447998e-02,-3.137966990470886230e-02,3.981828689575195312e-03,-9.232401847839355469e-03
1.168579220771789551e+00,7.979224622249603271e-02,-4.230159521102905273e-02,-3.069549798965454102e-03,-1.086118817329406738e-02
1.172641158103942871e+00,7.144547998905181885e-02,-3.513565659523010254e-02,-6.568193435668945312e-03,5.051851272583007812e-03
1.201241731643676758e+00,7.485119998455047607e-02,-2.987299859523773193e-02,6.346613168716430664e-03,7.395744323730468750e-04
1.183113217353820801e+00,8.236794173717498779e-02,-4.318135976791381836e-02,-4.593044519424438477e-03,-1.152467727661132812e-02
1.219228386878967285e+00,7.979841530323028564e-02,-3.634655475616455078e-02,1.225844025611877441e-02,-5.126655101776123047e-03
1.188363909721374512e+00,7.070462405681610107e-02,-4.046361148357391357e-02,1.158800721168518066e-02,-6.776869297027587891e-03
1.219129562377929688e+00,9.573222696781158447e-02,-4.186551272869110107e-02,-3.062307834625244141e-03,-6.419599056243896484e-03
1.247641086578369141e+00,8.466936647891998291e-02,-4.173246026039123535e-02,5.250006914138793945e-03,9.703636169433593750e-03
1.231331944465637207e+00,8.399246633052825928e-02,-4.100081324577331543e-02,1.243680715560913086e-02,-9.361416101455688477e-03
1.202137589454650879e+00,8.294405043125152588e-02,-3.469219803810119629e-02,3.920495510101318359e-03,-7.952809333801269531e-03
1.206110954284667969e+00,8.002547919750213623e-02,-3.214503824710845947e-02,-7.703989744186401367e-03,-3.427743911743164062e-03
1.210755348205566406e+00,4.939511418342590332e-02,-2.046993374824523926e-02,-6.137490272521972656e-03,1.069903373718261719e-05
1.243284344673156738e+00,9.564907848834991455e-02,-4.168681800365447998e-02,-8.727610111236572266e-04,-6.037950515747070312e-04
1.212834119796752930e+00,7.737411558628082275e-02,-4.454624652862548828e-02,4.499495029449462891e-03,1.587870717048645020e-02
1.162274718284606934e+00,6.160552799701690674e-02,-3.806081414222717285e-02,3.066956996917724609e-03,-5.266219377517700195e-03
1.207628965377807617e+00,9.303598105907440186e-02,-5.007557570934295654e-02,-4.896461963653564453e-03,-1.136168837547302246e-02
1.218915224075317383e+00,7.915370166301727295e-02,-4.890288412570953369e-02,4.926204681396484375e-03,-2.285033464431762695e-03
1.168660879135131836e+00,3.469701111316680908e-02,-1.400266587734222412e-02,-1.025080680847167969e-03,3.716617822647094727e-03
1.229141235351562500e+00,3.070485591888427734e-02,-1.364870369434356689e-02,5.798518657684326172e-03,-2.959251403808593750e-03
1.206094741821289062e+00,4.910215735435485840e-02,-3.045912086963653564e-02,6.356239318847656250e-03,1.319497823715209961e-02
1.206766366958618164e+00,8.139415085315704346e-02,-4.040539264678955078e-02,1.248079538345336914e-02,-5.529701709747314453e-03
1.182146668434143066e+00,8.394469320774078369e-02,-4.165461659431457520e-02,8.767187595367431641e-03,1.574528217315673828e-02
1.159540176391601562e+00,6.895069777965545654e-02,-3.612624108791351318e-02,9.367763996124267578e-03,-6.325930356979370117e-03
1.228070259094238281e+00,9.879221022129058838e-02,-5.180421471595764160e-02,9.063303470611572266e-03,3.135263919830322266e-03
1.239338159561157227e+00,7.365192472934722900e-02,-4.110220074653625488e-02,6.323188543319702148e-03,1.628729701042175293e-02
1.214829683303833008e+00,7.473872601985931396e-02,-4.754060506820678711e-02,7.781982421875000000e-04,5.445063114166259766e-03
1.205522537231445312e+00,8.238001167774200439e-02,-3.649368882179260254e-02,8.146166801452636719e-03,-1.225382089614868164e-02
1.241231679916381836e+00,8.536355197429656982e-02,-4.855860769748687744e-02,2.899825572967529297e-03,1.042854785919189453e-02
1.208430290222167969e+00,8.365096151828765869e-02,-4.208576679229736328e-02,-7.602095603942871094e-03,-1.291346549987792969e-02
1.207626938819885254e+00,9.101019799709320068e-02,-5.125536024570465088e-02,9.676992893218994141e-03,-1.727223396301269531e-03
1.209075689315795898e+00,9.138233959674835205e-02,-4.945926368236541748e-02,3.124386072158813477e-03,-1.520019769668579102e-02
1.232465744018554688e+00,7.040907442569732666e-02,-3.284284472465515137e-02,-6.421804428100585938e-03,-5.987882614135742188e-03
1.209911346435546875e+00,5.676551163196563721e-02,-3.522366285324096680e-02,9.266674518585205078e-03,1.367911696434020996e-02
1.187410473823547363e+00,5.169151723384857178e-02,-2.878925204277038574e-02,5.089700222015380859e-03,-1.169759035110473633e-02
1.238358497619628906e+00,6.390072405338287354e-02,-2.877454459667205811e-02,1.079106330871582031e-02,6.010979413986206055e-03
1.211580634117126465e+00,9.046228229999542236e-02,-4.616317152976989746e-02,1.402443647384643555e-02,7.800996303558349609e-03
1.215521931648254395e+00,8.900548517704010010e-02,-4.453091323375701904e-02,8.052915334701538086e-03,1.777505874633789062e-02
1.256947994232177734e+00,5.109642446041107178e-02,-3.264394402503967285e-02,1.239597797393798828e-03,5.714952945709228516e-03
1.264906167984008789e+00,5.884222686290740967e-02,-2.958841621875762939e-02,-1.796185970306396484e-03,5.608022212982177734e-03
1.215605616569519043e+00,4.790201783180236816e-02,-3.232254087924957275e-02,3.689825534820556641e-03,-2.996593713760375977e-03
1.243548631668090820e+00,6.400080025196075439e-02,-2.617499232292175293e-02,-3.982543945312500000e-03,-9.403228759765625000e-04
1.195207357406616211e+00,7.022260129451751709e-02,-4.165440797805786133e-02,-1.389801502227783203e-03,-1.463493704795837402e-02
1.207050442695617676e+00,6.229914724826812744e-02,-3.076210618019104004e-02,-7.290571928024291992e-03,-1.203057169914245605e-02
1.159935832023620605e+00,8.722521364688873291e-02,-4.273833334445953369e-02,6.984114646911621094e-03,1.332581043243408203e-03
