# theta_E,e1,e2,gamma1,gamma2,R_sersic,n_sersic,e1_src,e2_src,center_x_src,center_y_src
2.386986494064331055e+00,-1.969328075647354126e-01,2.905113995075225830e-01,5.993917584419250488e-03,5.970151722431182861e-02,6.555706262588500977e-03,7.532261610031127930e-01,3.409252464771270752e-01,3.769492208957672119e-01,-1.136494755744934082e+00,-1.327424407005310059e+00
2.904659748077392578e+00,2.031986266374588013e-01,-2.294836938381195068e-01,-1.520590335130691528e-01,-1.200208291411399841e-01,6.258733570575714111e-02,8.054963350296020508e-01,1.832597255706787109e-01,2.187062352895736694e-01,-3.298625051975250244e-01,2.807855419814586639e-02
2.755662918090820312e+00,5.561169981956481934e-01,4.400366842746734619e-01,7.824005186557769775e-02,1.812767833471298218e-01,2.895345985889434814e-01,7.126642465591430664e-01,2.738762795925140381e-01,3.417105674743652344e-01,1.064765334129333496e+00,-1.414858102798461914e-01
1.651936888694763184e+00,-1.015004143118858337e-02,-3.967782557010650635e-01,-5.241540074348449707e-02,-8.023507893085479736e-02,3.599398732185363770e-01,1.730767965316772461e+00,-2.735636234283447266e-01,-1.684608459472656250e-01,7.478454113006591797e-01,-2.358983457088470459e-01
1.872321367263793945e-01,-2.554249167442321777e-01,-1.946078389883041382e-01,-5.556719005107879639e-02,1.537916213274002075e-01,5.418304800987243652e-01,1.972364187240600586e+00,1.287484318017959595e-01,-3.853175938129425049e-01,4.060762822628021240e-01,7.343108057975769043e-01
1.047322154045104980e+00,-9.890192747116088867e-02,-1.445046365261077881e-01,-1.645060926675796509e-01,-1.670801639556884766e-02,1.230395436286926270e-01,1.447726249694824219e+00,-3.018952906131744385e-02,1.313835978507995605e-01,-1.032646000385284424e-01,-3.958245515823364258e-01
2.689423799514770508e+00,5.860672518610954285e-02,-4.062031507492065430e-01,1.709990948438644409e-01,-7.117018103599548340e-03,1.287914872169494629e+00,1.569035291671752930e+00,4.154967963695526123e-01,3.375381827354431152e-01,-3.971142321825027466e-02,6.753370761871337891e-01
1.838579773902893066e+00,-1.510401219129562378e-01,6.388138979673385620e-02,6.327416002750396729e-02,-4.416917264461517334e-02,1.666109800338745117e+00,1.708349466323852539e+00,-5.042994618415832520e-01,-4.914160817861557007e-02,-4.172765612602233887e-01,-6.888512969017028809e-01
2.508333444595336914e+00,-2.050143852829933167e-02,-1.471128761768341064e-01,-1.558804064989089966e-01,1.587557941675186157e-01,1.520287275314331055e+00,2.276345968246459961e+00,-2.551388442516326904e-01,8.631996065378189087e-02,4.802228417247533798e-03,1.727705150842666626e-01
2.977251052856445312e+00,7.875427603721618652e-02,-2.852424681186676025e-01,6.292934715747833252e-02,-1.864835470914840698e-01,8.934859633445739746e-01,1.885314464569091797e+00,4.338364303112030029e-01,-4.761094152927398682e-01,-5.411467552185058594e-01,-8.133602142333984375e-02
2.352695226669311523e+00,2.961014211177825928e-01,3.517772257328033447e-01,1.957085281610488892e-01,4.355914890766143799e-02,1.102043867111206055e+00,4.597513675689697266e-01,-1.407170891761779785e-01,-1.926865875720977783e-01,-6.383737325668334961e-01,-4.675584435462951660e-01
2.724830627441406250e+00,-5.674473568797111511e-02,1.364362537860870361e-01,9.511597454547882080e-02,1.894112974405288696e-01,1.538333177566528320e+00,1.535273313522338867e+00,4.413543939590454102e-01,-1.324034780263900757e-01,4.429754316806793213e-01,-7.651590108871459961e-01
2.233185291290283203e+00,7.571515440940856934e-02,9.225669503211975098e-02,1.820610612630844116e-01,-8.230762928724288940e-02,1.126404881477355957e+00,1.920173406600952148e+00,1.223598793148994446e-01,-7.035657167434692383e-01,1.291923642158508301e+00,4.343955516815185547e-01
5.749049782752990723e-01,2.518276274204254150e-01,-1.661196947097778320e-01,-6.935217976570129395e-02,-1.291622519493103027e-01,1.122945427894592285e+00,2.128242969512939453e+00,-2.554387748241424561e-01,2.755372524261474609e-01,6.552454829216003418e-02,-1.529154777526855469e-01
2.865756034851074219e+00,1.057221964001655579e-01,4.090415537357330322e-01,-2.774098515510559082e-02,1.962643712759017944e-01,2.559184432029724121e-01,1.801858186721801758e+00,-1.872167140245437622e-01,5.326133966445922852e-01,3.705411255359649658e-01,3.655455261468887329e-02
